query,origin_instruct,app,ground_truth_tool
太好用了啊，唯品会的完美日记眼影订单给下五星好评,在唯品会中评价<搜索内容>订单且星级为<星级>,唯品会,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
帮我评价下唯品会的韩束面膜订单，补水效果很好啊,在唯品会中评价<搜索内容>订单且评价内容为<文本内容>,唯品会,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
YOYO，麻烦评价下唯品会的欧莱雅复颜霜订单，并上传下图片​,在唯品会中评价<搜索内容>订单并上传图片,唯品会,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
唯品会的资生堂洗发水订单，评价给四星，控油不错，再传下图​,在唯品会中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,唯品会,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
天气太热了啊，YOYO，赶紧帮我在唯品会搜下连衣裙，筛选桑蚕丝材质的​,在唯品会中搜索<搜索内容>筛选<筛选条件>,唯品会,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
帮我删下得物里想要的AJ1黑曜石,在得物中删除想要中的<搜索内容>,得物,"[
    {
        ""name"": ""delete_favorite_goods(app, search_info_slot)"",
        ""description"": ""在app程序的商品收藏夹中搜索指定商品并将其删除""
    }
]"
匡威1970s经典款太好看了吧，帮我在得物上搜下匡威1970s经典款,在得物中搜索<搜索内容>,得物,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
最近Nike Dunk Low很火哎，YOYO，帮我在得物中打开下它的评论详情页,在得物中打开<搜索内容>的评论,得物,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我打开下得物44码的Adidas Ultraboost规格页面,在得物中打开<搜索内容>的规格,得物,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
YOYO，能帮我打开下得物Apple Watch Series 8的参数吗,在得物中打开<搜索内容>的参数,得物,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
麻烦帮我打开下得物LV Neverfull的详情页,在得物中打开<搜索内容>的详情,得物,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
查下得物Gucci罪爱香水到深圳市南山区科技园科苑路8号的时间,在得物中查看<搜索内容>送达<地址>的时间,得物,"[
    {
        ""name"": ""search_delivery_time(app, search_info_slot, address_slot)"",
        ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""
    }
]"
得物的New Balance 990v6帮我下单下吧,在得物中下单<搜索内容>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
快下雪了啊，帮我在得物中下单下38码的UGG雪地靴,在得物中下单<规格>的<搜索内容>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
没短袖穿了，2件Stussy短袖，在得物下下单,在得物中下单<数量>的<搜索内容>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
我想在得物下单Rolex Submariner并送到北京市朝阳区建国路88号,在得物中下单<搜索内容>送至<地址>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
没钱了啊，YOYO，帮我在得物用花呗下单下Chanel口红,在得物中用<支付方式>下单<搜索内容>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
得物3条M码的Levis牛仔裤用支付宝下单送上海市静安区南京西路1266号,在得物中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,得物,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
得物的Bape鲨鱼卫衣，收藏一下,在得物中收藏<搜索内容>,得物,"[
    {
        ""name"": ""add_into_favorite_goods(app, search_info_slot)"",
        ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""
    }
]"
YOYO，帮我在得物搜下商品Nike Air Max 97按好评排序,在得物中搜索商品<搜索内容>按好评排序,得物,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
麻烦你在得物搜索下商品Off-White腰带筛选新品,在得物中搜索商品<搜索内容>筛选新品,得物,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
帮我看下得物99新的商品Cartier手镯,在得物中搜索商品<搜索内容>筛选<筛选条件>,得物,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
我把单号忘了呀，还得帮我在得物看下Dior旷野香水订单的物流单号,在得物中查看<搜索内容>订单的物流单号,得物,"[
    {
        ""name"": ""open_order_tracking_number(app, search_info_slot)"",
        ""description"": ""在app中查询指定订单的物流单号""
    }
]"
还没发货呢，赶紧拨打得物的Canada Goose羽绒服订单的电话，看看啥情况,在得物中拨打<搜索内容>订单的快递电话,得物,"[
    {
        ""name"": ""call_order_courier(app, search_info_slot)"",
        ""description"": ""在app中拨打指定订单的快递电话""
    }
]"
太慢了啊，得物的Puma RS-X订单，催下发货,在得物中给<搜索内容>订单催发货,得物,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
还没送到啊，YOYO，麻烦你帮我催下得物的Hermès丝巾订单配送,在得物中给<搜索内容>订单催配送,得物,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
得物买的Vans Old Skool订单，帮我确认下收货,在得物中给<搜索内容>订单确认收货,得物,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
得物的YSL反转巴黎订单，帮我申请下售后,在得物中给<搜索内容>订单申请售后,得物,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
这Prada钱包是假的啊，帮我在得物的Prada钱包订单申请退货,在得物中给<搜索内容>订单申请<售后类型>且原因为<原因>,得物,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
评价一下得物的Burberry风衣订单,在得物中评价<搜索内容>订单,得物,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
得物的Goyard托特包订单，评价下，可以给个五星,在得物中评价<搜索内容>订单且星级为<星级>,得物,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
Tom Ford口红还不错，帮我给得物的Tom Ford口红订单评价吧，颜色很正,在得物中评价<搜索内容>订单且评价内容为<文本内容>,得物,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
得物的Fendi太阳镜订单，评价时上传下图片,在得物中评价<搜索内容>订单并上传图片,得物,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
得物的Moncler羽绒服订单，可以给四星，内容保暖性好，再上传下图,在得物中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,得物,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
转转上帮我搜搜二手MacBook Air,在转转中搜索<搜索内容>,转转,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
可以帮我打开转转里二手OPPO Find X5的评论吗,在转转中打开<搜索内容>的评论,转转,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
看下转转中64G的二手vivo S15的规格呗,在转转中打开<搜索内容>的规格,转转,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我打开转转里二手荣耀Magic4的参数瞅瞅,在转转中打开<搜索内容>的参数,转转,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
转转中二手PS5的详情，能帮我打开不,在转转中打开<搜索内容>的详情,转转,"[
    {
        ""name"": ""open_goods_page(app, search_info_slot, page_type)"",
        ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""
    }
]"
帮我查下转转里二手飞利浦剃须刀送到武汉市江汉区解放大道690号的时间,在转转中查看<搜索内容>送达<地址>的时间,转转,"[
    {
        ""name"": ""search_delivery_time(app, search_info_slot, address_slot)"",
        ""description"": ""搜索一件商品并根据给出的地址查询该商品送达该地址的预估运送时间""
    }
]"
转转里的二手微波炉，帮我加入下购物车,在转转中加入购物车<搜索内容>,转转,[]
YOYO，可以帮我在转转下单二手三星Galaxy Z Fold4吗,在转转中下单<搜索内容>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
iPad Pro降价了，帮我在转转中下下单128G的二手iPad Pro,在转转中下单<规格>的<搜索内容>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
我想要2台二手投影仪，帮我在转转下下单,在转转中下单<数量>的<搜索内容>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
刚看到转转里的二手小米空气净化器，帮我下下单送到深圳市南山区科技园科苑路8号,在转转中下单<搜索内容>送至<地址>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
还得麻烦你帮我用支付宝在转转下单二手联想笔记本,在转转中用<支付方式>下单<搜索内容>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
转转中3台27寸的二手显示器，帮我用微信支付下单送到杭州市西湖区文二路328号,在转转中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,转转,"[
    {
        ""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"",
        ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""
    }
]"
转转里的二手卡西欧计算器，帮我收藏一下,在转转中收藏<搜索内容>,转转,"[
    {
        ""name"": ""add_into_favorite_goods(app, search_info_slot)"",
        ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""
    }
]"
没手机用了，帮我在转转搜索二手手机筛选型号为iPhone 13 Pro,在转转中搜索<搜索内容>筛选型号为<型号>,转转,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
麻烦YOYO帮我在转转中搜下二手相机，筛选成色99新的,在转转中搜索<搜索内容>筛选<筛选条件>,转转,"[
    {
        ""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"",
        ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""
    }
]"
转转里我买的二手华为nova 9订单，帮我看下物流单号,在转转中查看我购买的<搜索内容>订单的物流单号,转转,"[
    {
        ""name"": ""open_order_tracking_number(app, search_info_slot)"",
        ""description"": ""在app中查询指定订单的物流单号""
    }
]"
可以帮我拨打转转中我买的二手大疆云台订单的快递电话吗,在转转中拨打我购买的<搜索内容>订单的快递电话,转转,"[
    {
        ""name"": ""call_order_courier(app, search_info_slot)"",
        ""description"": ""在app中拨打指定订单的快递电话""
    }
]"
转转里我买的二手电熨斗订单，帮我催下发货,在转转中给我购买的<搜索内容>订单催发货,转转,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
配送太慢了啊，麻烦帮我催一下转转中我买的二手咖啡机订单的配送,在转转中给我购买的<搜索内容>订单催配送,转转,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
转转里我买的二手耳机订单，帮我确认收货,在转转中给我购买的<搜索内容>订单确认收货,转转,"[
    {
        ""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"",
        ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""
    }
]"
YOYO，可以帮我在转转中给我买的二手打印机订单申请售后吗,在转转中给我购买的<搜索内容>订单申请售后,转转,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
平板屏幕失灵啊，赶紧帮我在转转里我买的二手平板订单申请换货,在转转中给我购买的<搜索内容>订单申请<售后类型>且原因为<原因>,转转,"[
    {
        ""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"",
        ""description"": ""在app应用程序中搜索订单,并申请售后""
    }
]"
帮我评价一下转转中我买的二手笔记本订单,在转转中评价我购买的<搜索内容>订单,转转,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
还得麻烦你帮我评价下转转里我买的二手音箱订单，可以给五星,在转转中评价我购买的<搜索内容>订单且星级为<星级>,转转,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
这个键盘手感很好啊，帮我在转转中评价我买的二手键盘订单,在转转中评价我购买的<搜索内容>订单且评价内容为<文本内容>,转转,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
转转里我买的二手鼠标订单，帮我评价下并上传下图片,在转转中评价我购买的<搜索内容>订单并上传图片,转转,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
这款路由器信号稳定哇，YOYO，帮我在转转中评价下我买的二手路由器订单，给四星，上传下图片,在转转中评价我购买的<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,转转,"[
    {
        ""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"",
        ""description"": ""在app应用程序评价商城中的指定订单""
    }
]"
好烦，帮我联系下京东的联想官方旗舰店客服,在京东中联系<店铺>店铺的店铺客服,京东,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
悠悠，可以帮我联系下京东里我买的海尔冰箱订单的客服吗,在京东中联系<订单>订单的店铺客服,京东,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
有人推荐京东的国家补贴，我也想看看呀,在京东中查看国家补贴页面,京东,"[
    {
        ""name"": ""open_special_page(app, page_type)"",
        ""description"": ""打开特殊页面,例如活动页面""
    }
]"
看下购物车里的京东商品，能帮我筛选出满减的不,在京东中筛选购物车的<筛选条件>商品,京东,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
YOYO，麻烦你在京东中进行一键保价,在京东中进行一键保价,京东,"[
    {
        ""name"": ""apply_price_protection(app)"",
        ""description"": ""在app应用程序中联系客服进行价保""
    }
]"
京东收藏的商品，筛出数码类的,在京东中筛选收藏的<筛选条件>商品,京东,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
悠悠呀，太累了啊，帮我筛选下京东中我已付款的订单,在京东中筛选<筛选条件>的订单,京东,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
太生气了，赶紧帮我联系天猫百雀羚官方旗舰店的客服,在天猫中联系<店铺>店铺的店铺客服,天猫,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
天猫中我买的雅诗兰黛小棕瓶订单，联系下客服,在天猫中联系<订单>订单的店铺客服,天猫,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
赶紧把天猫中的国家补贴给我打开下,在天猫中查看国家补贴,天猫,"[
    {
        ""name"": ""open_special_page(app, page_type)"",
        ""description"": ""打开特殊页面,例如活动页面""
    }
]"
YOYO，麻烦你在天猫中进行一键价保,在天猫中进行一键价保,天猫,"[
    {
        ""name"": ""apply_price_protection(app)"",
        ""description"": ""在app应用程序中联系客服进行价保""
    }
]"
悠悠呀，太烦了啊，帮我筛选下天猫中我已收货的订单,在天猫中筛选<筛选条件>的订单,天猫,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
麻烦帮我查看下天猫收藏夹里的商品，筛出家居类的,在天猫中查看收藏夹中的<筛选条件>商品,天猫,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
太麻烦了啊，帮我筛选下闲鱼卖出的商品并筛选下待发货的,在闲鱼中筛选<筛选条件>卖出的商品,闲鱼,"[
    {
        ""name"": ""open_orders_sold(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看自己售卖的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
帮我筛选下闲鱼买到的已评价的商品,在闲鱼中筛选<筛选条件>买到的商品,闲鱼,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
悠悠，可以联系下抖音火山版商城中花西子官方旗舰店的客服吗,在抖音火山版中联系商城<店铺>店铺的店铺客服,抖音火山版,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
欺人太甚，赶紧联系抖音火山版商城里我买的自然堂面膜订单的客服,在抖音火山版中联系商城<订单>订单的店铺客服,抖音火山版,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
有人推荐抖音火山版商城中的国家补贴，帮我查看下怎么样,在抖音火山版中查看商城国家补贴,抖音火山版,"[
    {
        ""name"": ""open_special_page(app, page_type)"",
        ""description"": ""打开特殊页面,例如活动页面""
    }
]"
这文具质量太差了啊，YOYO，联系下阿里巴巴的晨光文具旗舰店的客服,在阿里巴巴中联系<店铺>店铺的店铺客服,阿里巴巴,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
这文件夹太可爱了吧，联系下阿里巴巴中我买的文件夹订单的客服,在阿里巴巴中联系<订单>订单的店铺客服,阿里巴巴,"[
    {
        ""name"": ""open_customer_service(app, order_slot, store_slot)"",
        ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""
    }
]"
阿里巴巴收藏的商品，筛下办公类的,在阿里巴巴中筛选收藏的<筛选条件>商品,阿里巴巴,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
YOYO，帮我看下阿里巴巴订单筛选下待付款的,在阿里巴巴中筛选<筛选条件>订单,阿里巴巴,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
筛选下近7天的唯品会订单,在唯品会中筛选<筛选条件>订单,唯品会,"[
    {
        ""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""
    }
]"
嘿，悠悠，在唯品会中打开下价格保护,在唯品会中打开价格保护,唯品会,"[
    {
        ""name"": ""apply_price_protection(app)"",
        ""description"": ""在app应用程序中联系客服进行价保""
    }
]"
hello，YOYO，帮我筛选唯品会我的收藏里的服饰类商品,在唯品会中筛选我的收藏中的<筛选条件>商品,唯品会,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
麻烦你帮我看下唯品会购物车的商品并筛选下新品,在唯品会中筛选购物车的<筛选条件>商品,唯品会,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
听说国家补贴很省钱呢，帮我在唯品会中查看下国家补贴,在唯品会中查看国家补贴,唯品会,"[
    {
        ""name"": ""open_special_page(app, page_type)"",
        ""description"": ""打开特殊页面,例如活动页面""
    }
]"
求求了，YOYO，帮我筛选下得物想要的运动鞋类商品,在得物中筛选想要的<筛选条件>商品,得物,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
悠悠，在转转中查看下我的收藏,在转转中查看我的收藏,转转,"[
    {
        ""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"",
        ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""
    }
]"
悠悠啊，有时间吗，帮我在转转中查看下购物车呗,在转转中查看购物车,转转,"[
    {
        ""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"",
        ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)指定类型的商品""
    }
]"
在抖音商城搜下卫龙辣条再帮我看下快递送到上海的时间,"在抖音的商城中搜索<搜索内容>
在抖音的商城中查看<搜索内容>送达<地址>的时间","抖音
 抖音",[]
去抖音商城打开乔丹的评论，再把毛巾加入购物车,"在抖音的商城中打开<搜索内容>的评论
在抖音的商城中加入购物车<搜索内容>","抖音
 抖音",[]
抖音商城打开螺母的规格再把大号的螺母加入购物车,"在抖音的商城中打开<搜索内容>的规格
在抖音的商城中加入购物车<规格>的<搜索内容>","抖音
 抖音",[]
在抖音商城打开热水器的参数，在把两台空调加入购物车,"在抖音的商城中打开<搜索内容>的参数
在抖音的商城中加入购物车<数量>的<搜索内容>","抖音
 抖音",[]
在抖音商城打开真我gt5手机的详情还要把加入了购物车的沙发送到南京,"在抖音的商城中打开<搜索内容>的详情
在抖音的商城中加入购物车<搜索内容>送至<地址>","抖音
 抖音",[]
