user_input,ground_truth_output,model_output,overall_correct,bleu_1,bleu_2,bleu_3,bleu_4,rouge_1,rouge_2,rouge_l,gt_categories,model_categories,category_correct,gt_app_names,model_app_names,app_name_correct,delay_seconds
YoYo助手，帮我查一下京东里有哪些已经取消的我的快递。,<Plan>#订单#在$京东$中查看已取消的我的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看已取消的快递</Plan><Finish>,0,0.9487,0.9211,0.8649,0.8056,0.9091,0.8857,0.9250,['订单'],['物流'],0,['京东'],['京东'],1,2.5988
在京东商城上怎么查看那些原本要寄到我家但被取消的快递？,<Plan>#物流#在$京东$中查看被取消的我的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看取消的快递</Plan><Finish>,0,1.0000,0.9730,0.9167,0.8571,0.9630,0.9275,0.9620,['物流'],['物流'],1,['京东'],['京东'],1,2.3896
帮我查一下京东上有没有我拒收的快递。,<Plan>#物流#在$京东$中查看拒收的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看拒收的快递</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.6817
YoYo，在京东商城里怎么查看我之前拒收的包裹信息？,<Plan>#物流#在$京东$中查看之前拒收的包裹信息</Plan><Finish>,<Plan>#物流#在$京东$中查看之前拒收的包裹信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.8333
京东商城里怎么查已经揽件的我的快递？,<Plan>#物流#在$京东$中查看已揽件的我的快递信息</Plan><Finish>,<Plan>#物流#在$京东$中查看已揽件的快递</Plan><Finish>,0,1.0000,0.9737,0.9189,0.8611,0.9474,0.9167,0.9512,['物流'],['物流'],1,['京东'],['京东'],1,2.6054
YOYO，帮我查一下京东上我收快递的包裹状态，显示已揽件的有哪些。,<Plan>#物流#在$京东$中查看已揽件的我的包裹状态</Plan><Finish>,<Plan>#物流#在$京东$中查看已揽件的包裹状态</Plan><Finish>,0,1.0000,1.0000,0.9744,0.9474,0.9831,0.9730,0.9762,['物流'],['物流'],1,['京东'],['京东'],1,2.8415
YoYo助手，帮我查一下我在京东寄出的快递。,<Plan>#物流#在$京东$中查看寄出的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.5686
在京东商城里怎么查看我最近寄快递的历史记录？,<Plan>#物流#在$京东$中查看我最近寄快递的历史记录</Plan><Finish>,<Plan>#物流#在$京东$中查看最近寄快递的历史记录</Plan><Finish>,0,1.0000,0.9762,0.9512,0.9250,0.9841,0.9610,0.9885,['物流'],['物流'],1,['京东'],['京东'],1,2.5679
YoYo助手，帮我查一下京东商城里我寄出的待揽件的快递信息。,<Plan>#物流#在$京东$中查看我寄出的待揽件的快递信息</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的待揽件的快递信息</Plan><Finish>,0,1.0000,0.9767,0.9524,0.9268,0.9841,0.9620,0.9888,['物流'],['物流'],1,['京东'],['京东'],1,3.0271
在JD上有一个我寄出的快递显示待揽件，怎么查看具体详情？,<Plan>#物流#在$京东$中查看我寄出的待揽件快递详情</Plan><Finish>,<Plan>#物流#在$京东$中查看快递详情</Plan><Finish>,0,1.0000,0.9722,0.9429,0.9118,0.8772,0.8732,0.9136,['物流'],['物流'],1,['京东'],['京东'],1,2.4070
YOYO，帮我查一下京东上我寄出的正在运输中的快递。,<Plan>#物流#在$京东$中查看我寄出的正在运输中的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看正在运输中的快递</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,0.9474,0.9211,0.9535,['物流'],['物流'],1,['京东'],['京东'],1,2.6194
京东商城里我寄出的快递运输状态在哪里可以查看？,<Plan>#物流#在$京东$中查看我寄出的快递运输状态</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递运输状态</Plan><Finish>,0,1.0000,0.9756,0.9500,0.9231,0.9836,0.9600,0.9882,['物流'],['物流'],1,['京东'],['京东'],1,2.9178
YoYo，在京东商城里查一下我寄出的快递派送状态。,<Plan>#物流#在$京东$中查看寄出的快递派送状态</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递派送状态</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.9157
JD上我昨天寄的快递现在到哪了？帮我查一下。,<Plan>#物流#在$京东$中查看昨天寄的快递位置</Plan><Finish>,<Plan>#物流#在$京东$中查看昨天寄的快递位置</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.7339
帮我查一下京东上我寄出的快递状态。,<Plan>#物流#在$京东$中查看我寄出的快递状态</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递状态</Plan><Finish>,0,1.0000,0.9744,0.9474,0.9189,0.9825,0.9577,0.9877,['物流'],['物流'],1,['京东'],['京东'],1,2.6670
京东商城里显示我之前寄的快递已经签收了吗？,<Plan>#物流#在$京东$中查看之前寄的快递签收情况</Plan><Finish>,<Plan>#物流#在$京东$中查看之前寄的快递签收情况</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.9963
YoYo，帮我查一下京东上我之前取消的快递。,<Plan>#物流#在$京东$中查看之前取消的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看之前取消的快递</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.4308
京东商城里怎么查看我自己寄出并已取消的快递信息？,<Plan>#物流#在$京东$中查看我自己寄出并已取消的快递信息</Plan><Finish>,<Plan>#物流#在$京东$中查看已取消的快递信息</Plan><Finish>,0,1.0000,0.9750,0.9487,0.9211,0.9062,0.8974,0.9318,['物流'],['物流'],1,['京东'],['京东'],1,2.7190
YoYo，帮我查一下京东上我之前寄出被拒收的快递都有哪些。,<Plan>#物流#在$京东$中查看之前寄出被拒收的快递</Plan><Finish>,<Plan>#物流#在$京东$中查看之前寄出被拒收的快递</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['京东'],['京东'],1,2.9949
京东商城里能查到我之前寄出被拒收的包裹信息吗？,<Plan>#物流#在$京东$中查看我之前寄出被拒收的包裹信息</Plan><Finish>,<Plan>#物流#在$京东$中查看之前寄出被拒收的包裹信息</Plan><Finish>,0,1.0000,0.9773,0.9535,0.9286,0.9851,0.9630,0.9890,['物流'],['物流'],1,['京东'],['京东'],1,3.2754
YoYo，帮我查一下京东上我寄出的快递是不是已经揽件了。,<Plan>#物流#在$京东$中查看我寄出的快递是否已经揽件</Plan><Finish>,<Plan>#物流#在$京东$中查看寄出的快递揽件情况</Plan><Finish>,0,0.9524,0.8780,0.8000,0.7436,0.8889,0.8312,0.9195,['物流'],['物流'],1,['京东'],['京东'],1,2.9987
京东商城里我之前寄的快递显示已揽件了吗？,<Plan>#物流#在$京东$中查看已寄快递的揽件情况</Plan><Finish>,<Plan>#物流#在$京东$中查看快递状态</Plan><Finish>,0,0.9459,0.8889,0.8286,0.7941,0.8364,0.8116,0.8861,['物流'],['物流'],1,['京东'],['京东'],1,2.1802
京东怎么寄快递啊？,<Plan>#物流#在$京东$中查看物流情况</Plan><Finish>,<Plan>#物流#在$京东$中查看寄快递的方法</Plan><Finish>,0,0.8462,0.8158,0.7838,0.7500,0.8400,0.8308,0.8684,['物流'],['物流'],1,['京东'],['京东'],1,2.4100
帮我查一下京东商城寄快递的流程。,<Plan>#物流#在$京东$中查看寄快递流程</Plan><Finish>,<Plan>#搜索#在$京东$中查看寄快递的流程</Plan><Finish>,0,0.9231,0.8684,0.8108,0.7500,0.9231,0.8657,0.9351,['物流'],['搜索'],0,['京东'],['京东'],1,2.4089
天猫里的订单怎么查物流信息？,<Plan>#物流#在$天猫$中查看订单物流信息</Plan><Finish>,<Plan>#物流#在$天猫$中查看订单物流信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['天猫'],['天猫'],1,2.5666
YoYo，帮我打开天猫商城查看一下昨天下单的包裹物流进度。,<Plan>#物流#在$天猫$中查看昨天下单的包裹物流进度</Plan><Finish>,<Plan>#物流#在$天猫$中查看昨天下单的包裹物流进度</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['天猫'],['天猫'],1,2.8192
YoYo，快帮我查一下闲鱼二手里我卖出的商品物流信息！,<Plan>#物流#在$闲鱼$中查看我卖出的商品物流信息</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看卖出商品的物流信息</Plan><Finish>,0,1.0000,0.9024,0.8250,0.7949,0.9825,0.8767,0.9647,['物流'],['物流'],1,['闲鱼'],['闲鱼'],1,2.6905
我想在闲鱼市场查看我最近卖出的订单物流进度，怎么操作？,<Plan>#物流#在$闲鱼$中查看我最近卖出的订单物流进度</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看最近卖出的订单物流进度</Plan><Finish>,0,1.0000,0.9767,0.9524,0.9268,0.9836,0.9610,0.9888,['物流'],['物流'],1,['闲鱼'],['闲鱼'],1,2.8140
YoYo，快帮我查一下我在闲鱼买的商品物流到哪了。,<Plan>#物流#在$闲鱼$中查看我买的商品的物流</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看购买商品的物流信息</Plan><Finish>,0,0.9286,0.8537,0.8000,0.7436,0.9259,0.8451,0.9398,['物流'],['物流'],1,['闲鱼'],['闲鱼'],1,2.6842
我想在闲鱼二手上看下我最近下单的物品发货了没有。,<Plan>#物流#在$闲鱼$中查看已购买商品物流情况</Plan><Finish>,<Plan>#物流#在$闲鱼$中查看最近下单的物品发货情况</Plan><Finish>,0,0.8409,0.7674,0.7381,0.7073,0.8136,0.7733,0.8372,['物流'],['物流'],1,['闲鱼'],['闲鱼'],1,2.8119
火山小视频里怎么查我商城订单的物流信息？,<Plan>#物流#在$抖音火山版$中查看商城订单的物流信息</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看商城订单物流信息</Plan><Finish>,0,1.0000,0.9767,0.9524,0.9268,0.9836,0.9610,0.9888,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.7470
帮我看看抖音火山版里面商城的订单物流状态更新了没。,<Plan>#物流#在$抖音火山版$中查看商城订单的物流状态</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看商城订单物流状态</Plan><Finish>,0,1.0000,0.9767,0.9524,0.9268,0.9836,0.9610,0.9888,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.6821
查看我在火山小视频里的商城已签收物流订单,<Plan>#物流#在$抖音火山版$中查看商城已签收物流订单</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已签收的物流订单</Plan><Finish>,0,0.9773,0.9302,0.8810,0.8293,0.9508,0.9091,0.9663,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.8743
帮我查一下抖音火山版商城里的已经签收的物流订单。,<Plan>#物流#在$抖音火山版$中查看商城已签收物流订单</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看已签收的物流订单</Plan><Finish>,0,0.9773,0.9302,0.8810,0.8293,0.9508,0.9091,0.9663,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.8786
YoYo，帮我查一下抖音火山版里的商城订单待取件的物流信息。,<Plan>#物流#在$抖音火山版$中查看待取件的物流信息</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看商城订单待取件的物流信息</Plan><Finish>,0,0.9167,0.8936,0.8696,0.8444,0.9375,0.9250,0.9565,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,3.0885
抖音火山app中的待取件订单物流状态在哪里看？,<Plan>#物流#在$抖音火山版$中查看待取件订单物流状态</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看待取件订单的物流状态</Plan><Finish>,0,0.9783,0.9556,0.9318,0.9070,0.9841,0.9620,0.9890,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.9261
抖音火山版里的商城派送中的订单物流信息在哪看？,<Plan>#物流#在$抖音火山版$中查看派送中订单物流信息</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看商城派送中的订单物流信息</Plan><Finish>,0,0.9375,0.8936,0.8478,0.8000,0.9524,0.9136,0.9677,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.8617
帮我在火山app里查一下商城里我派送中订单的进度。,<Plan>#物流#在$抖音火山版$中查看派送的订单物流进度</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看派送中订单的进度</Plan><Finish>,0,0.9773,0.9070,0.8571,0.8293,1.0000,0.8974,0.9438,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.7934
我在火山小视频商城里有订单正在运送中，怎么查物流信息？,<Plan>#物流#在$抖音火山版$中查看运送中的订单物流</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看物流信息</Plan><Finish>,0,0.9500,0.8974,0.8421,0.8108,0.8727,0.8333,0.9048,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.2317
火山版抖音里的商城运送中的订单物流状态在哪里能看到？,<Plan>#物流#在$抖音火山版$中查看商城运送中订单物流状态</Plan><Finish>,<Plan>#物流#在$抖音火山版$中查看运送中的订单物流状态</Plan><Finish>,0,0.9783,0.9333,0.8864,0.8372,0.9524,0.9136,0.9677,['物流'],['物流'],1,['抖音火山版'],['抖音火山版'],1,2.7775
YoYo，帮我查一下阿里巴巴里下单的订单物流信息。,<Plan>#物流#在$阿里巴巴$中查看订单物流信息</Plan><Finish>,<Plan>#物流#在$阿里巴巴$中查看订单物流信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['阿里巴巴'],['阿里巴巴'],1,2.4391
在1688上买的商品怎么查看现在的物流进度？,<Plan>#物流#在$阿里巴巴$中查看商品的物流进度</Plan><Finish>,<Plan>#物流#在$阿里巴巴$中查看物流进度</Plan><Finish>,0,1.0000,0.9737,0.9459,0.9167,0.9412,0.9275,0.9630,['物流'],['物流'],1,['阿里巴巴'],['阿里巴巴'],1,2.4449
帮我查一下唯品会的物流信息。,<Plan>#物流#在$唯品会$中查看物流信息</Plan><Finish>,<Plan>#物流#在$唯品会$中查看物流信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['唯品会'],['唯品会'],1,2.5966
唯品会商城的订单物流状态在哪里看？,<Plan>#物流#在$唯品会$中查看订单物流状态</Plan><Finish>,<Plan>#物流#在$唯品会$中查看订单物流状态</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['唯品会'],['唯品会'],1,2.6466
YoYo，我在毒App里怎么查订单的物流信息？,<Plan>#物流#在$得物$中查看订单物流信息</Plan><Finish>,<Plan>#物流#在$得物$中查看订单物流信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['得物'],['得物'],1,2.5152
带我到得物潮流去看看最近的快递物流情况。,<Plan>#物流#在$得物$中查看快递物流情况</Plan><Finish>,<Plan>#物流#在$得物$中查看最近的快递物流情况</Plan><Finish>,0,0.9286,0.9024,0.8750,0.8462,0.9412,0.9275,0.9630,['物流'],['物流'],1,['得物'],['得物'],1,2.7709
YoYo，快帮我查一下我在转转上的订单物流到哪了。,<Plan>#物流#在$转转$中查看订单物流</Plan><Finish>,<Plan>#物流#在$转转$中查看订单物流</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['物流'],['物流'],1,['转转'],['转转'],1,2.3519
转转市场里的我买的订单，物流信息在哪里看？,<Plan>#物流#在$转转$中查看购买订单的物流信息</Plan><Finish>,<Plan>#订单#在$转转$中查看我买的订单的物流信息</Plan><Finish>,0,0.9070,0.8333,0.7805,0.7250,0.9630,0.8493,0.9176,['物流'],['订单'],0,['转转'],['转转'],1,2.7720
YoYo，快帮我查一下我在转转上卖出的商品物流信息。,<Plan>#物流#在$转转$中查看卖出的商品物流信息</Plan><Finish>,<Plan>#物流#在$转转$中查看卖出商品的物流信息</Plan><Finish>,0,1.0000,0.9268,0.8750,0.8462,1.0000,0.9167,0.9762,['物流'],['物流'],1,['转转'],['转转'],1,2.7164
我想在转转二手上看一下我卖出去的东西的物流状态。,<Plan>#物流#在$转转$中查看我卖出去的东西的物流状态</Plan><Finish>,<Plan>#物流#在$转转$中查看已售物品的物流状态</Plan><Finish>,0,0.9048,0.8780,0.8500,0.8205,0.8364,0.8267,0.8736,['物流'],['物流'],1,['转转'],['转转'],1,2.9277
YoYo，快帮我查一下阿里巴巴里待发货的订单都有哪些。,<Plan>#订单#在$阿里巴巴$中查看待发货订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待发货的订单</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9804,0.9565,0.9877,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5029
在1688上怎么查看我那些还没发货的订单啊？,<Plan>#订单#在$阿里巴巴$中查看待发货订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看未发货的订单</Plan><Finish>,0,0.9512,0.9000,0.8462,0.8158,0.9412,0.8986,0.9630,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5869
YOYO，快帮我查一下阿里巴巴里有哪些待付款的订单。,<Plan>#订单#在$阿里巴巴$中查看待付款订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待付款的订单</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9804,0.9565,0.9877,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5871
阿里巴巴里的待付款订单在哪里看？帮我找一下。,<Plan>#订单#在$阿里巴巴$中查看待付款订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待付款订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.2266
阿里巴巴里怎么查看待评价的订单？,<Plan>#订单#在$阿里巴巴$中查看待评价订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待评价的订单</Plan><Finish>,0,0.9756,0.9500,0.9231,0.8947,0.9804,0.9565,0.9877,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5194
帮我查一下1688上面的待评价订单。,<Plan>#订单#在$阿里巴巴$中查看待评价订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待评价订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5198
阿里巴巴里我的待收货订单在哪里看？,<Plan>#订单#在$阿里巴巴$中查看待收货订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待收货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5845
帮我查一下1688里面的待收货订单。,<Plan>#订单#在$阿里巴巴$中查看待收货订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看待收货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.5949
阿里巴巴里的全部订单在哪里看？,<Plan>#订单#在$阿里巴巴$中查看全部订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看全部订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.3796
YoYo，帮我打开1688查看全部订单。,<Plan>#订单#在$阿里巴巴$中查看全部订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看全部订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.4348
阿里巴巴里的退款-售后页面在哪里能找到？,<Plan>#订单#在$阿里巴巴$中查看退款-售后页面</Plan><Finish>,<Plan>#客服#在$阿里巴巴$中查找退款-售后页面</Plan><Finish>,0,0.9286,0.8780,0.8250,0.7692,0.8966,0.8649,0.9286,['订单'],['客服'],0,['阿里巴巴'],['阿里巴巴'],1,2.5816
帮我打开1688的退款-售后页面，我想看一下。,<Plan>#订单#在$阿里巴巴$中查看退款售后页面</Plan><Finish>,<Plan>#客服#在$阿里巴巴$中打开退款-售后页面</Plan><Finish>,0,0.8810,0.8049,0.7250,0.6667,0.8421,0.7945,0.8916,['订单'],['客服'],0,['阿里巴巴'],['阿里巴巴'],1,2.5817
在1688里搜索手机壳订单。,<Plan>#订单#在$阿里巴巴$中搜索手机壳订单</Plan><Finish>,<Plan>#搜索#在$阿里巴巴$中搜索手机壳订单</Plan><Finish>,0,0.9500,0.9231,0.8947,0.8649,1.0000,0.9412,0.9500,['订单'],['搜索'],0,['阿里巴巴'],['阿里巴巴'],1,2.4998
YoYo，帮我查一下阿里巴巴上的连衣裙订单。,<Plan>#订单#在$阿里巴巴$中查看连衣裙订单</Plan><Finish>,<Plan>#订单#在$阿里巴巴$中查看连衣裙订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['阿里巴巴'],['阿里巴巴'],1,2.4973
得物里的订单信息在哪里查看？,<Plan>#订单#在$得物$中查看订单信息</Plan><Finish>,<Plan>#订单#在$得物$中查看订单信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.4896
帮我查一下毒app上的订单。,<Plan>#订单#在$得物$中查看订单</Plan><Finish>,<Plan>#订单#在$得物$中查看订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.4268
得物里的待付款订单怎么查看？,<Plan>#订单#在$得物$中查看待付款订单</Plan><Finish>,<Plan>#订单#在$得物$中查看待付款订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.6515
帮我查一下毒app中有没有待付款的订单。,<Plan>#订单#在$得物$中查看待付款订单</Plan><Finish>,<Plan>#订单#在$得物$中查看待付款的订单</Plan><Finish>,0,0.9744,0.9474,0.9189,0.8889,0.9796,0.9538,0.9870,['订单'],['订单'],1,['得物'],['得物'],1,2.6373
得物里的待发货订单在哪里查看啊？,<Plan>#订单#在$得物$中查看待发货订单</Plan><Finish>,<Plan>#订单#在$得物$中查看待发货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.5713
帮我查一下毒app中我的待发货订单。,<Plan>#订单#在$得物$中查看待发货订单</Plan><Finish>,<Plan>#订单#在$得物$中查看待发货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.5717
得物里的待收货订单在哪看？,<Plan>#订单#在$得物$中查看待收货订单</Plan><Finish>,<Plan>#订单#在$得物$中查看待收货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.5712
帮我查一下毒里面待收货的物品。,<Plan>#订单#在$得物$中查看待收货的物品</Plan><Finish>,<Plan>#物流#在$得物$中查看待收货的物品</Plan><Finish>,0,0.9487,0.9211,0.8919,0.8611,0.9412,0.9118,0.9487,['订单'],['物流'],0,['得物'],['得物'],1,2.6945
在得物潮流里查找一下Air Jordan 1 订单。,<Plan>#订单#在$得物$中查找Air Jordan 1 订单</Plan><Finish>,<Plan>#订单#在$得物$中查找Air Jordan 1 订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.6929
YoYo，帮我查一下毒上窗帘的订单信息。,<Plan>#订单#在$得物$中查看窗帘的订单信息</Plan><Finish>,<Plan>#订单#在$得物$中查看窗帘的订单信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['得物'],['得物'],1,2.7131
YoYo，快帮我打开毒查看我的商品评价。,<Plan>#订单#在$得物$中查看我的商品评价</Plan><Finish>,<Plan>#订单#在$得物$中查看商品评价</Plan><Finish>,0,1.0000,0.9722,0.9429,0.9118,0.9615,0.9394,0.9737,['订单'],['订单'],1,['得物'],['得物'],1,2.5035
我在得物潮流里有没有留下过评价记录？,<Plan>#搜索#在$得物$中查看评价记录</Plan><Finish>,<Plan>#订单#在$得物$中查看评价记录</Plan><Finish>,0,0.9459,0.9167,0.8857,0.8529,0.9200,0.9062,0.9459,['搜索'],['订单'],0,['得物'],['得物'],1,2.4459
我想在毒上申请退款售后，怎么申请退款啊？,<Plan>#订单#在$得物$中申请退款或售后</Plan><Finish>,<Plan>#客服#在$得物$中申请退款售后</Plan><Finish>,0,0.9459,0.8889,0.8286,0.7647,0.9020,0.8615,0.9333,['订单'],['客服'],0,['得物'],['得物'],1,2.5058
帮我查一下在得物潮流里买的东西怎么退货。,<Plan>#订单#在$得物$中申请退款或售后</Plan><Finish>,<Plan>#客服#在$得物$中查询退货流程</Plan><Finish>,0,0.8108,0.7222,0.6571,0.5882,0.7059,0.6769,0.8000,['订单'],['客服'],0,['得物'],['得物'],1,2.5058
YOYO，帮我查看一下我在抖音短视频里的订单信息。,<Plan>#订单#在$抖音$中查看订单信息</Plan><Finish>,<Plan>#订单#在$抖音$中查看订单信息</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['抖音'],['抖音'],1,2.4357
我想在dy里找找我的购物订单在哪里看？,<Plan>#订单#在$抖音$中查看购物订单</Plan><Finish>,<Plan>#订单#在$抖音$中查看购物订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['抖音'],['抖音'],1,2.3729
在抖音商城里怎么找到我还没支付的订单？,<Plan>#订单#在$抖音$中查看未支付订单</Plan><Finish>,<Plan>#订单#在$抖音$中查找未支付的订单</Plan><Finish>,0,0.9487,0.8947,0.8378,0.7778,0.9388,0.8923,0.9610,['订单'],['订单'],1,['抖音'],['抖音'],1,2.5392
帮我查一下抖音短视频里面的待支付订单。,<Plan>#订单#在$抖音$中查看待支付订单</Plan><Finish>,<Plan>#订单#在$抖音$中查看待支付订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['抖音'],['抖音'],1,2.4098
YoYo，帮我查看一下抖音商城里的待发货订单。,<Plan>#订单#在$抖音$中查看待发货订单</Plan><Finish>,<Plan>#订单#在$抖音$中查看待发货订单</Plan><Finish>,1,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,['订单'],['订单'],1,['抖音'],['抖音'],1,2.4786
