user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在抖音极速版中的商城搜索专业级炒锅按价格升序排列,"[['1', 'search_goods(app=""抖音极速版"", search_info=""专业级炒锅"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=抖音极速版, search_info=专业级炒锅, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0433
在抖音极速版中的商城查找'空气炸锅'销量最高,"[['1', 'search_goods(app=""抖音极速版"", search_info=""空气炸锅"", order_type=""销量"")']]","[['1', 'search_goods(app=抖音极速版, search_info=空气炸锅, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9040
在抖音极速版中的商城查看订单物流签收情况,"[['1', 'open_logistics_receive(app=""抖音极速版"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=抖音极速版, filter_type=已签收)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4238
在抖音中查看已购商品的物流签收状态,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""已签收"")']]","[['1', 'open_logistics_receive(app=抖音, filter_type=已签收)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8084
在抖音商城中查看待发货订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=抖音商城, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0529
在抖音商城中查看在途包裹,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""运输中"")']]","[['1', 'open_logistics_receive(app=抖音商城, filter_type=派送中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1200
在抖音商城中查看正在派送的订单物流,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=抖音商城, filter_type=派送中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.2667
在抖音商城中使用拍照找同款功能,"[['1', 'open_camera_search(app=""抖音"")']]","[['1', 'open_camera_search(app=抖音商城)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4893
在抖音商城中查看待支付订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=抖音商城, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1993
在天猫中访问购物车,"[['1', 'open_cart_content(app=""天猫"", filter_type=""无"")']]","[['1', 'open_cart_content(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4224
在唯品会中翻看我收藏的失效宝贝,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""失效"")']]","[['1', 'open_favorite_goods(app=唯品会, filter_type=失效, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9098
在阿里巴巴中签到领取元宝,"[['1', 'sign_in(app=""阿里巴巴"", page_type=""无"")']]","[['1', 'sign_in(app=阿里巴巴, page_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1654
在拼多多中打卡,"[['1', 'sign_in(app=""拼多多"", page_type=""无"")']]","[['1', 'sign_in(app=拼多多, page_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1655
在京东中签到领取京豆,"[['1', 'sign_in(app=""京东"", page_type=""无"")']]","[['1', 'sign_in(app=京东, page_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1656
在淘宝中查看收藏中的90天内的宝贝,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""90天内"")']]","[['1', 'open_favorite_goods(app=淘宝, filter_type=90天内)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1262
在天猫中翻看收藏夹中的已买过的东西,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""已买过"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=已买过, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.9073
在拼多多中查看订单列表,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""无"")']]","[['1', 'open_orders_bought(app=拼多多)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.1901
在天猫中查看我搜过的内容,"[['1', 'open_search_history(app=""天猫"")']]","[['1', 'open_search_history(app=天猫)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2270
在京东中打开相机,"[['1', 'open_camera_search(app=""京东"")']]","[['1', 'open_camera_search(app=京东)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.2274
在京东中查看购物车,"[['1', 'open_cart_content(app=""京东"", filter_type=""无"")']]","[['1', 'open_cart_content(app=京东, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6001
在京东中寄快递,"[['1', 'open_express_delivery(app=""京东"")']]","[['1', 'open_express_delivery(app=京东)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8181
在京东中查看快递轨迹,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=京东, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6015
在京东中查看我寄的快递揽件情况,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已揽件"")']]","[['1', 'open_logistics_send(app=京东, filter_type=已揽件)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0991
在京东中查看我寄快递的东西,"[['1', 'open_logistics_send(app=""京东"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=京东)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8954
在京东中查看我的快递揽件情况,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已揽件"")']]","[['1', 'open_logistics_receive(app=京东, filter_type=待揽件)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1492
在京东中查看我的待服务订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待服务"")']]","[['1', 'open_orders_bought(app=京东, order_status=待使用)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7171
在京东中查看待付款订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=京东, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8790
在京东中查看我的待收货订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=京东, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1343
在京东中查看派送中的快递轨迹,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=京东, filter_type=派送中)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1344
在京东中查找收藏里的降价宝贝,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=京东, filter_type=降价, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4659
在京东中查看收藏中的已下架商品,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""下架"")']]","[['1', 'open_favorite_goods(app=京东, filter_type=下架, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5591
在抖音商城中查看售后处理的单子,"[['1', 'open_orders_bought(app=""抖音"", order_status=""退换售后"")']]","[['1', 'open_orders_bought(app=抖音商城, order_status=退款售后)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0536
在抖音极速版中完成赚钱任务签到领取金币,"[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]","[['1', 'sign_in(app=抖音极速版, page_type=金币)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5877
在唯品会中查看物流,"[['1', 'open_logistics_receive(app=""唯品会"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=唯品会, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1570
在快手中清理商城搜索记录,"[['1', 'delete_search_history(app=""快手"")']]","[['1', 'delete_search_history(app=快手)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5639
在阿里巴巴中查看收藏夹中的降价商品,"[['1', 'open_favorite_goods(app=""阿里巴巴"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=阿里巴巴, filter_type=降价, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6293
在拼多多中查看待收货的宝贝订单,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=拼多多, order_status=待收货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1561
在抖音火山版中查看购物车中的降价商品,"[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=抖音火山版, filter_type=降价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7840
在快手极速版中联系客服,"[['1', 'open_customer_service(app=""快手极速版"")']]","[['1', 'open_customer_service(app=快手极速版)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.9975
在快手中联系官方客服,"[['1', 'open_customer_service(app=""快手"")']]","[['1', 'open_customer_service(app=快手)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5640
在天猫中查看收藏夹里的最新收藏排序,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=无, order_type=最近收藏在前)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8052
在淘宝中查看我的待发货快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待发货"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.6747
在闲鱼中查看我挂的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=我发布的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6748
在快手商城中显示未评价的订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=快手商城, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0153
在天猫中查看收藏夹中最近三个月收藏的内容,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""90天内"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=90天内, order_type=最近收藏在前)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1796
在抖音火山版中联系客服,"[['1', 'open_customer_service(app=""抖音火山版"")']]","[['1', 'open_customer_service(app=抖音火山版)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7558
在淘宝中查看搜索历史,"[['1', 'open_search_history(app=""淘宝"")']]","[['1', 'open_search_history(app=淘宝)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3572
在快手极速版中的商城清空搜索历史,"[['1', 'delete_search_history(app=""快手极速版"")']]","[['1', 'delete_search_history(app=快手极速版)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6885
在快手极速版中的商城显示待评价订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=快手极速版, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0747
在快手极速版中的商城搜索新款不粘锅按综合排序展示,"[['1', 'search_goods(app=""快手极速版"", search_info=""新款不粘锅"", order_type=""综合 "")']]","[['1', 'search_goods(app=快手极速版, search_info=新款不粘锅, order_type=综合)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.6320
在快手极速版中的商城搜索手账贴纸并按价格从低到高排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""手账贴纸"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=快手极速版, search_info=手账贴纸, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6915
在快手商城中查看待支付订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=快手, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6094
在快手商城中查看物流,"[['1', 'open_logistics_receive(app=""快手"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=快手商城, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6101
在快手商城中查看待发货订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=快手, order_status=待发货)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.6102
在快手极速版商城中搜索K-pop专辑并按销量排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""K-pop专辑"", order_type=""销量"")']]","[['1', 'search_goods(app=快手极速版, search_info=K-pop专辑, order_type=销量)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.8103
在快手中的商城查看搜索历史,"[['1', 'open_search_history(app=""快手"")']]","[['1', 'open_search_history(app=快手)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.3871
在快手极速版中搜索商城店铺‘手账素材铺’,"[['1', 'search_stores(app=""快手极速版"", search_info=""手账素材铺"", order_type=""无"", filter_type=""无"")']]","[['1', 'search_stores(app=快手极速版, search_info=手账素材铺)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4120
在唯品会中搜索限量版双肩包按价格从高到低排序,"[['1', 'search_goods(app=""唯品会"", search_info=""限量版双肩包"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=唯品会, search_info=限量版双肩包, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.1505
在京东中查找我的收藏中的潮流无线耳机,"[['1', 'search_in_favorite_goods(app=""京东"", search_info=""潮流无线耳机"")']]","[['1', 'search_in_favorite_goods(app=京东, search_info=潮流无线耳机)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9909
在拼多多中查找我开好的发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""已开票发票"")']]","[['1', 'open_invoice_page(app=拼多多, page_type=已开票发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9792
在天猫中领取福气红包,"[['1', 'sign_in(app=""天猫"", page_type=""红包"")']]","[['1', 'sign_in(app=天猫, page_type=红包)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.0743
在唯品会中打开相机,"[['1', 'open_camera_search(app=""唯品会"")']]","[['1', 'open_camera_search(app=唯品会)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7433
在抖音极速版中打开购物车显示降价商品,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=抖音极速版, filter_type=降价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7251
在天猫中搜索专业不粘锅套装,"[['1', 'search_goods(app=""天猫"", search_info=""专业不粘锅套装"", order_type=""无"")']]","[['1', 'search_goods(app=天猫, search_info=专业不粘锅套装, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.0641
在抖音极速版中打开客服页面,"[['1', 'open_customer_service(app=""抖音极速版"")']]","[['1', 'open_customer_service(app=抖音极速版)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7524
在抖音火山版中显示收藏物品,"[['1', 'open_favorite_goods(app=""抖音火山版"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=抖音火山版)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7532
在快手极速版中查看商城物流,"[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=快手极速版, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.1491
在拼多多中查看待申请的发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""待申请发票"")']]","[['1', 'open_invoice_page(app=拼多多, page_type=待申请发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7163
在京东中进入发票抬头部分,"[['1', 'open_invoice_page(app=""京东"", page_type=""发票抬头管理"")']]","[['1', 'open_invoice_page(app=京东, page_type=发票抬头管理)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7164
在闲鱼中查看我发布的诗集商品,"[['1', 'search_order(app=""闲鱼"", search_info=""诗集"", order_status=""我发布的"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=我发布的)']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7165
在京东中查看所有发票,"[['1', 'open_invoice_page(app=""京东"", page_type=""全部发票"")']]","[['1', 'open_invoice_page(app=京东, page_type=全部发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.5825
在闲鱼中显示我收藏的内容,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=闲鱼, filter_type=无, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5587
在得物中查看订单情况,"[['1', 'open_orders_bought(app=""得物"", order_status=""无"")']]","[['1', 'open_orders_bought(app=得物, order_status=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7748
在拼多多中搜索诗集并按价格从低到高排序,"[['1', 'search_goods(app=""拼多多"", search_info=""诗集"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=拼多多, search_info=诗集, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1097
在淘宝中查看申请中的发票,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""申请中发票"")']]","[['1', 'open_invoice_page(app=淘宝, page_type=申请中发票)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7080
在闲鱼中查看帮助与客服,"[['1', 'open_customer_service(app=""闲鱼"")']]","[['1', 'open_customer_service(app=闲鱼)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.4633
在闲鱼中搜索复古打字机并按价格从高到低排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""复古打字机"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=闲鱼, search_info=复古打字机, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6924
在闲鱼中查看我卖出的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""全部"")']]","[['1', 'open_orders_sold(app=闲鱼, order_status=我卖出的)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8196
在转转中搜索园艺工具并将结果按照价格从低到高排序,"[['1', 'search_goods(app=""转转"", search_info=""园艺工具"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=转转, search_info=园艺工具, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1431
在天猫中查看收藏夹里最近一个月添置的小物件,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""30天内"")']]","[['1', 'open_favorite_goods(app=天猫, filter_type=30天内, order_type=最近收藏在前)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6699
在阿里巴巴中启动拍照功能,"[['1', 'open_camera_search(app=""阿里巴巴"")']]","[['1', 'open_camera_search(app=阿里巴巴)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.5784
在拼多多中使用拍照搜索超萌的毛绒玩具,"[['1', 'open_camera_search(app=""拼多多"")']]","[['1', 'open_camera_search(app=拼多多)'], ['2', 'search_goods(app=拼多多, search_info=超萌的毛绒玩具, order_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.2140
在拼多多中联系客服查看待取件的包裹物流,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=拼多多, filter_type=待取件)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0443
在淘宝中查看购物车里的失效商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]","[['1', 'open_cart_content(app=淘宝, filter_type=失效)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4288
在闲鱼中查看买的商品的待评价订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=闲鱼, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.9657
在抖音商城中搜索园艺工具并按价格从高到低排序,"[['1', 'search_goods(app=""抖音"", search_info=""园艺工具"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=抖音商城, search_info=园艺工具, order_type=价格从高到低)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.4148
在淘宝中查找手工花材料按价格升序排列,"[['1', 'search_goods(app=""淘宝"", search_info=""手工花材料"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=淘宝, search_info=手工花材料, order_type=价格从低到高)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.3467
在闲鱼中查看未完成的草稿,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]","[['1', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,3.7661
在转转中查看之前的搜索痕迹,"[['1', 'open_search_history(app=""转转"")']]","[['1', 'open_search_history(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6418
在转转中联系在线客服,"[['1', 'open_customer_service(app=""转转"")']]","[['1', 'open_customer_service(app=转转)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.6418
在阿里巴巴中查看采购车,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""无"")']]","[['1', 'open_cart_content(app=阿里巴巴, filter_type=无)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2172
在阿里巴巴中查看待付款订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=阿里巴巴, order_status=待付款)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.7662
在抖音商城中查看待评价订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=抖音商城, order_status=待评价)']]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.0865
