user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在得物中查看等待签收的包裹,"[['1', 'open_orders_bought(app=""得物"", order_status=""待收货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '得物', 'order_status': '待收货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1022
在抖音火山版中的商城查看售后订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""退款售后"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '退款售后'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1812
在抖音火山版中的商城查找广场舞服装并按综合排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""广场舞服装"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音火山版', 'search_info': '广场舞服装', 'order_type': '综合 '}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4353
在抖音火山版中查找商城的显微镜配件,"[['1', 'search_goods(app=""抖音火山版"", search_info=""显微镜配件"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音火山版', 'search_info': '显微镜配件'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1564
在抖音极速版中的商城查找美妆新品并按综合排序,"[['1', 'search_goods(app=""抖音极速版"", search_info=""美妆新品"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音极速版', 'search_info': '美妆新品', 'order_type': '综合 '}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3603
在抖音商城中查看待取件的物流信息,"[['1', 'open_logistics_receive(app=""抖音"", filter_type=""待取件"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '抖音商城', 'filter_type': '待取件'}}]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,1.1277
在京东中查看我寄的被拒收的快递,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已拒收"")']]","[{'name': 'open_logistics_send', 'parameters': {'app': '京东', 'filter_type': '已拒收'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0749
在京东商城中查找我关注店铺的DIY手工材料,"[['1', 'search_in_favorite_stores(app=""京东"", search_info=""DIY手工材料"")']]","[{'name': 'search_in_favorite_stores', 'parameters': {'app': '京东商城', 'search_info': 'DIY手工材料'}}]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.5000,0.8333,0.7500,0.8333,1.2030
在京东中调出搜索历史,"[['1', 'open_search_history(app=""京东"")']]","[{'name': 'open_search_history', 'parameters': {'app': '京东'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6802
在京东中查找限量版运动鞋按价格从高到低排序,"[['1', 'search_goods(app=""京东"", search_info=""限量版运动鞋"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '京东', 'search_info': '限量版运动鞋', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4373
在快手极速版中的商城查找'潮流运动鞋'按价格从高到低排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""潮流运动鞋"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '快手极速版', 'search_info': '潮流运动鞋', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5042
在快手商城中查找登机箱按价格从低到高排序,"[['1', 'search_goods(app=""快手"", search_info=""登机箱"", order_type=""价格从低到高"")']]","[{'name': 'search_goods', 'parameters': {'app': '快手商城', 'search_info': '登机箱', 'order_type': '价格从低到高'}}]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.3333,0.8889,0.8333,0.8889,1.5016
在拼多多中查看所有发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""全部发票"")']]","[{'name': 'open_invoice_page', 'parameters': {'app': '拼多多', 'page_type': '全部发票'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0172
在拼多多中查看手账贴纸套装,"[['1', 'search_goods(app=""拼多多"", search_info=""手账贴纸套装"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '拼多多', 'search_info': '手账贴纸套装'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0923
在拼多多中查看申请中的发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""申请中发票"")']]","[{'name': 'open_invoice_page', 'parameters': {'app': '拼多多', 'page_type': '申请中发票'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0390
在拼多多中查找收藏里的手工编织藤篮,"[['1', 'search_in_favorite_goods(app=""拼多多"", search_info=""手工编织藤篮"")']]","[{'name': 'search_in_favorite_goods', 'parameters': {'app': '拼多多', 'search_info': '手工编织藤篮'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1424
在拼多多中搜索DIY手工材料按销量排序,"[['1', 'search_goods(app=""拼多多"", search_info=""DIY手工材料"", order_type=""销量"")']]","[{'name': 'search_goods', 'parameters': {'app': '拼多多', 'search_info': 'DIY手工材料', 'order_type': '销量'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3831
在拼多多中查找园艺剪刀,"[['1', 'search_goods(app=""拼多多"", search_info=""园艺剪刀"", order_type=""无"")']]","[{'name': 'search_goods', 'parameters': {'app': '拼多多', 'search_info': '园艺剪刀'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.5000,1.0000,1.0000,1.0000,1.0905
在拼多多中联系客服查看已签收的包裹物流,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""已签收"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '拼多多', 'filter_type': '已签收'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1501
在淘宝中查看待支付的寄件订单,"[['1', 'open_logistics_send(app=""淘宝"", filter_type=""待支付"")']]","[{'name': 'open_logistics_send', 'parameters': {'app': '淘宝', 'filter_type': '待支付'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1266
在淘宝中联系客服,"[['1', 'open_customer_service(app=""淘宝"")']]","[{'name': 'open_customer_service', 'parameters': {'app': '淘宝'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7847
在淘宝中浏览收藏里的库存告急的宝贝,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""低库存"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '低库存'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.0000,1.0000,1.0000,1.0000,1.0526
在淘宝中搜索手账文具店铺,"[['1', 'search_stores(app=""淘宝"", search_info=""手账文具"", order_type=""无"", filter_type=""无"")']]","[{'name': 'search_stores', 'parameters': {'app': '淘宝', 'search_info': '手账文具'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.1719
在淘宝中查找限量版运动鞋并按价格从高到低排序,"[['1', 'search_goods(app=""淘宝"", search_info=""限量版运动鞋"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '淘宝', 'search_info': '限量版运动鞋', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5110
在淘宝中查找'复古手账小店'店铺并按综合排序,"[['1', 'search_stores(app=""淘宝"", search_info=""复古手账小店"", order_type=""综合 "")']]","[{'name': 'search_stores', 'parameters': {'app': '淘宝', 'search_info': '复古手账小店', 'order_type': '综合 '}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4062
在天猫中联系客服,"[['1', 'open_customer_service(app=""天猫"")']]","[{'name': 'open_customer_service', 'parameters': {'app': '天猫'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8201
在天猫中翻看全部订单,"[['1', 'open_orders_bought(app=""天猫"", order_status=""无"")']]","[{'name': 'search_order', 'parameters': {'app': '天猫', 'search_info': '全部订单'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0269
在天猫中查找'限量版手办'并按价格从高到低排序,"[['1', 'search_goods(app=""天猫"", search_info=""限量版手办"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '天猫', 'search_info': '限量版手办', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4798
在天猫中查找'新式炒锅'的订单,"[['1', 'search_order(app=""天猫"", search_info=""新式炒锅"", order_status=""无"")']]","[{'name': 'search_order', 'parameters': {'app': '天猫', 'search_info': '新式炒锅'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0847
在唯品会中翻看已取消的待付款订单,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""已取消的待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '唯品会', 'order_status': '已取消的待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2495
在唯品会中翻看收藏夹中的本周新增好货,"[['1', 'open_favorite_goods(app=""唯品会"", order_type=""无"", filter_type=""7天内"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '唯品会', 'filter_type': '7天内'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,1.1216
在唯品会中查找篮球的退换货记录,"[['1', 'search_order(app=""唯品会"", search_info=""篮球"", order_status=""退换售后"")']]","[{'name': 'search_order', 'parameters': {'app': '唯品会', 'search_info': '篮球', 'order_status': '退换售后'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3657
在闲鱼中查找心理学教材的最近活跃卖家,"[['1', 'search_goods(app=""闲鱼"", search_info=""心理学教材"", order_type=""最近活跃"")']]","[{'name': 'search_goods', 'parameters': {'app': '闲鱼', 'search_info': '心理学教材', 'order_type': '最近活跃'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2498
在阿里巴巴中查找销量爆棚的厨房神器店,"[['1', 'search_stores(app=""阿里巴巴"", search_info=""厨房神器"", order_type=""销量"", filter_type=""无"")']]","[{'name': 'search_stores', 'parameters': {'app': '阿里巴巴', 'search_info': '厨房神器', 'order_type': '销量'}}]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.2219
在抖音商城中查找心理测验套装并按综合排序,"[['1', 'search_goods(app=""抖音"", search_info=""心理测验套装"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音商城', 'search_info': '心理测验套装', 'order_type': '综合 '}}]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.3333,0.8889,0.8333,0.8889,1.3790
在抖音商城中查找超火的DIY手工材料店铺并按销量排序,"[['1', 'search_stores(app=""抖音"", search_info=""超火的DIY手工材料店铺"", order_type=""销量"", filter_type=""无"")']]","[{'name': 'search_stores', 'parameters': {'app': '抖音商城', 'search_info': 'DIY手工材料', 'order_type': '销量'}}]",0.0000,1.0000,1.0000,0.8571,0.8333,0.7778,0.3333,0.3333,0.8012,0.7353,0.8012,1.3786
在快手极速版中查找‘手工DIY’订单,"[['1', 'search_order(app=""快手极速版"", search_info=""手工DIY"", order_status=""无"")']]","[{'name': 'search_order', 'parameters': {'app': '快手极速版', 'search_info': '手工DIY'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0982
在淘宝中查找信用好的手工DIY材料店,"[['1', 'search_stores(app=""淘宝"", search_info=""手工DIY材料店"", order_type=""信用"", filter_type=""无"")']]","[{'name': 'search_stores', 'parameters': {'app': '淘宝', 'search_info': '手工DIY材料店', 'order_type': '信用'}}]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.3333,0.3333,1.0000,1.0000,1.0000,1.3518
在天猫中查找喷漆罐卖得最火,"[['1', 'search_goods(app=""天猫"", search_info=""喷漆罐"", order_type=""销量"")']]","[{'name': 'search_goods', 'parameters': {'app': '天猫', 'search_info': '喷漆罐', 'order_type': '销量'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2304
在抖音火山版中的商城查找'可爱文具'按销量排序,"[['1', 'search_goods(app=""抖音火山版"", search_info=""可爱文具"", order_type=""销量"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音火山版', 'search_info': '可爱文具', 'order_type': '销量'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3175
在淘宝中查找全部好评的手账DIY店铺,"[['1', 'search_stores(app=""淘宝"", search_info=""手账DIY"", order_type=""无"", filter_type=""好评率100%"")']]","[{'name': 'search_stores', 'parameters': {'app': '淘宝', 'search_info': '手账DIY', 'filter_type': '好评率100%'}}]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.5200
在天猫中查找收藏夹中的园艺工具,"[['1', 'search_in_favorite_goods(app=""天猫"", search_info=""园艺工具"")']]","[{'name': 'search_in_favorite_goods', 'parameters': {'app': '天猫', 'search_info': '园艺工具'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0825
在唯品会中查找可爱的双肩包并综合排序,"[['1', 'search_goods(app=""唯品会"", search_info=""双肩包"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '唯品会', 'search_info': '可爱的双肩包', 'order_type': '综合 '}}]",0.0000,1.0000,1.0000,1.0000,0.8333,0.8000,0.7500,0.0000,0.8889,0.8571,0.8889,1.4355
在闲鱼中查找我卖出的心理学教材,"[['1', 'search_order(app=""闲鱼"", search_info=""心理学教材"", order_status=""我卖出的"")']]","[{'tool': 'search_order', 'parameters': {'app': '闲鱼', 'search_info': '心理学教材', 'order_status': '我卖出的'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.3329
在转转中查找我卖出的手账本订单,"[['1', 'search_order(app=""转转"", search_info=""手账本"", order_status=""我卖出的"")']]","[{'name': 'search_order', 'parameters': {'app': '转转', 'search_info': '手账本', 'order_status': '我卖出的'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3976
在转转中查找最新上架的剧本杀道具,"[['1', 'search_goods(app=""转转"", search_info=""剧本杀道具"", order_type=""最新上架"")']]","[{'name': 'search_goods', 'parameters': {'app': '转转', 'search_info': '剧本杀道具', 'order_type': '最新上架'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4387
在拼多多中清除搜索记录,"[['1', 'delete_search_history(app=""拼多多"")']]","[{'name': 'delete_search_history', 'parameters': {'app': '拼多多'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7643
在唯品会中删除搜索记录,"[['1', 'delete_search_history(app=""唯品会"")']]","[{'name': 'delete_search_history', 'parameters': {'app': '唯品会'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8389
在淘宝中查看铸铁煎锅并按综合排序,"[['1', 'search_goods(app=""淘宝"", search_info=""铸铁煎锅"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '淘宝', 'search_info': '铸铁煎锅', 'order_type': '综合 '}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3888
在淘宝中查看收藏中一年前的内容,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""一年前"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '一年前'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.0000,1.0000,1.0000,1.0000,1.0266
在闲鱼中查看我卖出的待评价宝贝,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""待评价"")']]","[{'name': 'open_orders_sold', 'parameters': {'app': '闲鱼', 'order_status': '待评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0269
在转转中查看我卖的商品,"[['1', 'open_orders_sold(app=""转转"", order_status=""无"")']]","[{'name': 'open_orders_sold', 'parameters': {'app': '转转', 'order_status': '我卖的'}}]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,1.1239
在淘宝中查看关注店铺里的‘多功能切菜器’,"[['1', 'search_in_favorite_stores(app=""淘宝"", search_info=""多功能切菜器"")']]","[{'name': 'search_in_favorite_stores', 'parameters': {'app': '淘宝', 'search_info': '多功能切菜器'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2623
在京东中查看待揽件快递,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""待揽件"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '京东', 'filter_type': '待揽件'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1570
在唯品会中查看购物车里还有货的商品,"[['1', 'open_cart_content(app=""唯品会"", filter_type=""有货"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '唯品会', 'filter_type': '有货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1571
在闲鱼中查看已卖出商品的物流信息,"[['1', 'open_logistics_send(app=""闲鱼"", filter_type=""无"")']]","[{'name': 'open_logistics_send', 'parameters': {'app': '闲鱼'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8341
在闲鱼中查看我买到的商品,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""无"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '闲鱼'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8083
在闲鱼中查看我买到宝贝的物流,"[['1', 'open_logistics_receive(app=""闲鱼"", filter_type=""无"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '闲鱼'}}]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8934
在拼多多中查看我收藏的店铺,"[['1', 'open_favorite_stores(app=""拼多多"")']]","[{'name': 'open_favorite_stores', 'parameters': {'app': '拼多多'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8460
在淘宝中查看购物车分组,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""分组"")']]","[{'name': 'open_cart_content', 'parameters': {'app': '淘宝', 'filter_type': '分组'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1197
在得物中打开相机功能,"[['1', 'open_camera_search(app=""得物"")']]","[{'name': 'open_camera_search', 'parameters': {'app': '得物'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8621
在抖音火山版中的商城查看待付款订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待付款"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '待付款'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2262
在抖音火山版中的商城查看历史搜索记录,"[['1', 'open_search_history(app=""抖音火山版"")']]","[{'name': 'open_search_history', 'parameters': {'app': '抖音火山版'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8647
在抖音火山版中显示商城的待收货订单,"[['1', 'open_orders_bought(app=""抖音火山版"", order_status=""待收货"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音火山版', 'order_status': '待收货'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2273
在抖音极速版中打开商城搜索广场舞服装按价格从高到低排序,"[['1', 'search_goods(app=""抖音极速版"", search_info=""广场舞服装"", order_type=""价格从高到低"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音极速版', 'search_info': '广场舞服装', 'order_type': '价格从高到低'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.5360
在抖音极速版中查看商城中的待评价订单,"[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""待评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '抖音极速版', 'order_status': '待评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1891
在抖音商城中搜索手账贴纸并将结果按价格从低到高排序,"[['1', 'search_goods(app=""抖音"", search_info=""手账贴纸"", order_type=""价格从低到高"")']]","[{'name': 'search_goods', 'parameters': {'app': '抖音商城', 'search_info': '手账贴纸', 'order_type': '价格从低到高'}}]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.6667,0.8889,0.8333,0.8889,1.6264
在京东中展示收藏夹中的促销商品,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""促销"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '京东', 'filter_type': '促销'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0303
在京东中搜索便携旅行收纳包并综合排序,"[['1', 'search_goods(app=""京东"", search_info=""便携旅行收纳包"", order_type=""综合 "")']]","[{'name': 'search_goods', 'parameters': {'app': '京东', 'search_info': '便携旅行收纳包', 'order_type': '综合 '}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4797
在快手中查看我收藏的商品,"[['1', 'open_favorite_goods(app=""快手"", order_type=""无"", filter_type=""无"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '快手'}}]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.7452
在快手极速版中查看购物车,"[['1', 'open_cart_content(app=""快手极速版"", filter_type=""无"")']]","[[""1"", ""open_cart_content(app=快手极速版)""]]",0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5839
在快手极速版中的商城查看售后订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""退款售后"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '快手极速版', 'order_status': '退款售后'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1270
在拼多多中查看我的评价,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""我的评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '拼多多', 'order_status': '我的评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0490
在淘宝中把收藏列表从最老的开始排,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""最早收藏在前"", filter_type=""无"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'order_type': '最早收藏在前'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.0792
在淘宝中查看我特别关注的店铺,"[['1', 'open_favorite_stores(app=""淘宝"", filter_type=""特别关注"")']]","[{'name': 'open_favorite_stores', 'parameters': {'app': '淘宝', 'filter_type': '特别关注'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0218
在淘宝中查看最近30天的收藏,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""30天内"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '30天内'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,1.1608
在淘宝中查看派送中的快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""派送中"")']]","[{'name': 'open_logistics_receive', 'parameters': {'app': '淘宝', 'filter_type': '派送中'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1859
在淘宝中查看收藏夹,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""无"")']]","[{'name': 'open_favorite_stores', 'parameters': {'app': '淘宝'}}]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8402
在淘宝中显示待评价订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待评价"")']]","[{'name': 'open_orders_bought', 'parameters': {'app': '淘宝', 'order_status': '待评价'}}]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1545
在淘宝中显示我收藏里失效的内容,"[['1', 'open_favorite_goods(app=""淘宝"", order_type=""无"", filter_type=""失效"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '淘宝', 'filter_type': '失效'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0298
在天猫中查看收藏夹里失效的商品,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""无"", filter_type=""失效"")']]","[{'name': 'open_favorite_goods', 'parameters': {'app': '天猫', 'filter_type': '失效'}}]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0518
