user_prompt_task,ground_truth,model_output,is_perfect_match,fn_accuracy,required_param_recall,param_f1,param_bleu_1,param_bleu_2,param_bleu_3,param_bleu_4,param_rouge_1,param_rouge_2,param_rouge_l,delay_seconds
在京东中查看我寄的快递揽件情况,"[['1', 'open_logistics_send(app=""京东"", filter_type=""已揽件"")']]","[['1', 'open_logistics_send(app=""京东"", filter_type=""待揽件"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7500,0.0000,0.0000,0.8333,0.7500,0.8333,0.8994
在京东中查看我寄快递的东西,"[['1', 'open_logistics_send(app=""京东"", filter_type=""无"")']]","[['1', 'open_logistics_send(app=""京东"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.6114
在京东中查看我的快递揽件情况,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""已揽件"")']]","[['1', 'open_logistics_receive( app=""京东"", filter_type=""待揽件"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7500,0.0000,0.0000,0.8333,0.7500,0.8333,0.9119
在京东中查看我的待服务订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待服务"")']]","[['1', 'search_order(app=""京东"", search_info=""我的待服务订单"", order_status=""无"")]']",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0683
在京东中查看待付款订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""京东"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8173
在京东中查看我的待收货订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""京东"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8175
在京东中查看派送中的快递轨迹,"[['1', 'open_logistics_receive(app=""京东"", filter_type=""派送中"")']]","[['1', 'open_logistics_receive(app=""京东"", filter_type=""派送中"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8172
在京东中查找收藏里的降价宝贝,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""降价"")']]","[['1', 'open_favorite_goods(app=""京东"", filter_type=""降价"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.7120
在京东中查看收藏中的已下架商品,"[['1', 'open_favorite_goods(app=""京东"", order_type=""无"", filter_type=""下架"")']]","[['1', 'open_favorite_goods(app=""京东"", filter_type=""下架"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.7851
在抖音商城中查看售后处理的单子,"[['1', 'open_orders_bought(app=""抖音"", order_status=""退换售后"")']]","[['1', 'open_orders_bought(app=""抖音商城"", order_status=""退款售后"")']]",0.0000,1.0000,1.0000,1.0000,0.6250,0.3333,0.0000,0.0000,0.7083,0.4167,0.7083,0.8679
在抖音极速版中完成赚钱任务签到领取金币,"[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]","[['1', 'sign_in(app=""抖音极速版"", page_type=""金币"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7559
在唯品会中查看物流,"[['1', 'open_logistics_receive(app=""唯品会"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""唯品会"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8674
在快手中清理商城搜索记录,"[['1', 'delete_search_history(app=""快手"")']]","[['3', 'delete_search_history(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4916
在阿里巴巴中查看收藏夹中的降价商品,"[['1', 'open_favorite_goods(app=""阿里巴巴"", order_type=""无"", filter_type=""降价"")']]","[['3', 'open_favorite_goods(app=""阿里巴巴"", filter_type=""降价"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.5000,0.5000,1.0000,1.0000,1.0000,0.7315
在拼多多中查看待收货的宝贝订单,"[['1', 'open_orders_bought(app=""拼多多"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""拼多多"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8735
在抖音火山版中查看购物车中的降价商品,"[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""抖音火山版"", filter_type=""降价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8447
在快手极速版中联系客服,"[['1', 'open_customer_service(app=""快手极速版"")']]","[['1', 'open_customer_service(app=""快手极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5984
在快手中联系官方客服,"[['1', 'open_customer_service(app=""快手"")']]","[['1', 'open_customer_service(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5854
在天猫中查看收藏夹里的最新收藏排序,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""无"")']]","[['2', 'open_favorite_goods(app=""天猫"", filter_type=""无"", order_type=""最近收藏在前"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1068
在淘宝中查看我的待发货快递,"[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待发货"")']]","[['1', 'open_logistics_receive(app=""淘宝"", filter_type=""待发货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8616
在闲鱼中查看我挂的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8618
在快手商城中显示未评价的订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""快手商城"", order_status=""待评价"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.8893
在天猫中查看收藏夹中最近三个月收藏的内容,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""90天内"")']]","[['2', 'open_favorite_goods(app=""天猫"", filter_type=""无"", order_type=""最近收藏在前"")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.1126
在抖音火山版中联系客服,"[['1', 'open_customer_service(app=""抖音火山版"")']]","[['1', 'open_customer_service(app=""抖音火山版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6265
在淘宝中查看搜索历史,"[['1', 'open_search_history(app=""淘宝"")']]","[['1', 'open_search_history(app=""淘宝"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5250
在快手极速版中的商城清空搜索历史,"[['1', 'delete_search_history(app=""快手极速版"")']]","[['3', 'delete_search_history(app=""快手极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6255
在快手极速版中的商城显示待评价订单,"[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""快手极速版"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9017
在快手极速版中的商城搜索新款不粘锅按综合排序展示,"[['1', 'search_goods(app=""快手极速版"", search_info=""新款不粘锅"", order_type=""综合 "")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""新款不粘锅"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0796
在快手极速版中的商城搜索手账贴纸并按价格从低到高排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""手账贴纸"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""手账贴纸"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2356
在快手商城中查看待支付订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""快手商城"", order_status=""待付款"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.8731
在快手商城中查看物流,"[['1', 'open_logistics_receive(app=""快手"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""快手商城"", filter_type=""无"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.1667,0.0000,0.0000,0.8333,0.2500,0.8333,0.7904
在快手商城中查看待发货订单,"[['1', 'open_orders_bought(app=""快手"", order_status=""待发货"")']]","[['1', 'open_orders_bought(app=""快手商城"", order_status=""待发货"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.8384
在快手极速版商城中搜索K-pop专辑并按销量排序,"[['1', 'search_goods(app=""快手极速版"", search_info=""K-pop专辑"", order_type=""销量"")']]","[['1', 'search_goods(app=""快手极速版"", search_info=""K-pop专辑"", order_type=""销量"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9637
在快手中的商城查看搜索历史,"[['1', 'open_search_history(app=""快手"")']]","[['1', 'open_search_history(app=""快手"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4519
在快手极速版中搜索商城店铺‘手账素材铺’,"[['1', 'search_stores(app=""快手极速版"", search_info=""手账素材铺"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""快手极速版"", search_info=""手账素材铺"")']]",0.0000,1.0000,1.0000,0.6667,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9582
在唯品会中搜索限量版双肩包按价格从高到低排序,"[['1', 'search_goods(app=""唯品会"", search_info=""限量版双肩包"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""唯品会"", search_info=""限量版双肩包"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2979
在京东中查找我的收藏中的潮流无线耳机,"[['1', 'search_in_favorite_goods(app=""京东"", search_info=""潮流无线耳机"")']]","[['1', 'search_in_favorite_goods(app=""京东"", search_info=""潮流无线耳机"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9075
在拼多多中查找我开好的发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""已开票发票"")']]","[['1', 'open_invoice_page(app=""拼多多"", page_type=""已开票发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9405
在天猫中领取福气红包,"[['1', 'sign_in(app=""天猫"", page_type=""红包"")']]","[['1', 'sign_in(app=""天猫"", page_type=""红包"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7252
在唯品会中打开相机,"[['1', 'open_camera_search(app=""唯品会"")']]","[['4', 'open_camera_search(app=""唯品会"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6149
在抖音极速版中打开购物车显示降价商品,"[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]","[['1', 'open_cart_content(app=""抖音极速版"", filter_type=""降价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8266
在天猫中搜索专业不粘锅套装,"[['1', 'search_goods(app=""天猫"", search_info=""专业不粘锅套装"", order_type=""无"")']]","[['1', 'search_goods(app=""天猫"", search_info=""专业不粘锅套装"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.1132
在抖音极速版中打开客服页面,"[['1', 'open_customer_service(app=""抖音极速版"")']]","[['1', 'open_customer_service(app=""抖音极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6316
在抖音火山版中显示收藏物品,"[['1', 'open_favorite_goods(app=""抖音火山版"", order_type=""无"", filter_type=""无"")']]","[['1', 'open_favorite_goods(app=""抖音火山版"", filter_type=""无"", order_type=""无"")]])",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0581
在快手极速版中查看商城物流,"[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]","[['1', 'open_logistics_receive(app=""快手极速版"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8383
在拼多多中查看待申请的发票,"[['1', 'open_invoice_page(app=""拼多多"", page_type=""待申请发票"")']]","[['1', 'open_invoice_page(app=""拼多多"", page_type=""待申请发票
"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8381
在京东中进入发票抬头部分,"[['1', 'open_invoice_page(app=""京东"", page_type=""发票抬头管理"")']]","[['1', 'open_invoice_page(app=""京东"", page_type=""发票抬头管理"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7865
在闲鱼中查看我发布的诗集商品,"[['1', 'search_order(app=""闲鱼"", search_info=""诗集"", order_status=""我发布的"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9193
在京东中查看所有发票,"[['1', 'open_invoice_page(app=""京东"", page_type=""全部发票"")']]","[['1', 'open_invoice_page(app=""京东"", page_type=""全部发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8662
在闲鱼中显示我收藏的内容,"[['1', 'open_favorite_goods(app=""闲鱼"", order_type=""无"", filter_type=""无"")']]","[['2', 'open_favorite_goods(app=""闲鱼"")']]",0.0000,1.0000,1.0000,0.5000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.6393
在得物中查看订单情况,"[['1', 'open_orders_bought(app=""得物"", order_status=""无"")']]","[['1', 'open_orders_bought(app=""得物"", order_status=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9234
在拼多多中搜索诗集并按价格从低到高排序,"[['1', 'search_goods(app=""拼多多"", search_info=""诗集"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""诗集"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1864
在淘宝中查看申请中的发票,"[['1', 'open_invoice_page(app=""淘宝"", page_type=""申请中发票"")']]","[['1', 'open_invoice_page(app=""淘宝"", page_type=""申请中发票"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8867
在闲鱼中查看帮助与客服,"[['1', 'open_customer_service(app=""闲鱼"")']]","[['1', 'open_customer_service(app=""闲鱼"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6596
在闲鱼中搜索复古打字机并按价格从高到低排序,"[['1', 'search_goods(app=""闲鱼"", search_info=""复古打字机"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""闲鱼"", search_info=""复古打字机"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3067
在闲鱼中查看我卖出的商品,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""全部"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""我发布的"")']]",0.0000,1.0000,1.0000,1.0000,0.5000,0.5000,0.0000,0.0000,0.5000,0.5000,0.5000,0.8580
在转转中搜索园艺工具并将结果按照价格从低到高排序,"[['1', 'search_goods(app=""转转"", search_info=""园艺工具"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""转转"", search_info=""园艺工具"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2213
在天猫中查看收藏夹里最近一个月添置的小物件,"[['1', 'open_favorite_goods(app=""天猫"", order_type=""最近收藏在前"", filter_type=""30天内"")']]","[['1', 'open_favorite_goods(app=""天猫"", filter_type=""30天内"", order_type=""最近收藏在前"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2781
在阿里巴巴中启动拍照功能,"[['1', 'open_camera_search(app=""阿里巴巴"")']]","[['1', 'open_camera_search(app=""阿里巴巴"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6226
在拼多多中使用拍照搜索超萌的毛绒玩具,"[['1', 'open_camera_search(app=""拼多多"")']]","[['1', 'open_camera_search(app=""拼多多"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6229
在拼多多中联系客服查看待取件的包裹物流,"[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""拼多多"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8994
在淘宝中查看购物车里的失效商品,"[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]","[['1', 'open_cart_content(app=""淘宝"", filter_type=""失效"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7619
在闲鱼中查看买的商品的待评价订单,"[['1', 'open_orders_bought(app=""闲鱼"", order_status=""待评价"")']]","[['1', 'open_orders_all_review(app=""闲鱼"")']]",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6572
在抖音商城中搜索园艺工具并按价格从高到低排序,"[['1', 'search_goods(app=""抖音"", search_info=""园艺工具"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""抖音商城"", search_info=""园艺工具"", order_type=""价格从高到低"")']]",0.0000,1.0000,1.0000,1.0000,0.8333,0.7778,0.6667,0.6667,0.8889,0.8333,0.8889,1.2144
在淘宝中查找手工花材料按价格升序排列,"[['1', 'search_goods(app=""淘宝"", search_info=""手工花材料"", order_type=""价格从低到高"")']]","[['1', 'search_goods(app=""淘宝"", search_info=""手工花材料"", order_type=""价格从低到高"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1451
在闲鱼中查看未完成的草稿,"[['1', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]","[['2', 'open_orders_sold(app=""闲鱼"", order_status=""草稿"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8362
在转转中查看之前的搜索痕迹,"[['1', 'open_search_history(app=""转转"")']]","[['2', 'open_search_history(app=""转转"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5294
在转转中联系在线客服,"[['1', 'open_customer_service(app=""转转"")']]","[['1', 'open_customer_service(app=""转转"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5688
在阿里巴巴中查看采购车,"[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""无"")']]","[['1', 'open_cart_content(app=""阿里巴巴"", filter_type=""无"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7295
在阿里巴巴中查看待付款订单,"[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""阿里巴巴"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8105
在抖音商城中查看待评价订单,"[['1', 'open_orders_bought(app=""抖音"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""抖音商城"", order_status=""待评价"")']]",0.0000,1.0000,1.0000,1.0000,0.7500,0.6667,0.5000,0.0000,0.8333,0.7500,0.8333,0.8742
在淘宝中搜索好评率99%以上的手账素材店铺,"[['1', 'search_stores(app=""淘宝"", search_info=""手账素材"", order_type=""无"", filter_type=""好评率99%以上"")']]","[['2', 'search_stores(app=""淘宝"", search_info=""手账素材"", filter_type=""好评率99%以上"")']]",0.0000,1.0000,1.0000,0.8571,1.0000,1.0000,0.6667,0.6667,1.0000,1.0000,1.0000,1.2487
在闲鱼中搜索我的收藏里的徕卡相机,"[['1', 'search_in_favorite_goods(app=""闲鱼"", search_info=""徕卡相机"")']]","[['1', 'search_in_favorite_goods(app=""闲鱼"", search_info=""徕卡相机"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9540
在淘宝中签到红包,"[['1', 'sign_in(app=""淘宝"", page_type=""红包"")']]","[['1', 'sign_in(app=""淘宝"", page_type=""红包"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7283
在抖音极速版中使用商城的拍照找同款功能,"[['1', 'open_camera_search(app=""抖音极速版"")']]","[['3', 'open_camera_search(app=""抖音极速版"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6975
在得物中查看“诗集”的订单,"[['1', 'search_order(app=""得物"", search_info=""诗集"", order_status=""无"")']]","[['2', 'search_order(app=""得物"", search_info=""诗集"")']]",0.0000,1.0000,1.0000,0.8000,1.0000,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,0.8493
在得物中查找复古咖啡杯,"[['1', 'search_goods(app=""得物"", search_info=""复古咖啡杯"", order_type=""无"")']]","[['1', 'search_goods(app=""得物"", search_info=""复古咖啡杯"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.0672
在得物中联系客服,"[['1', 'open_customer_service(app=""得物"")']]","[['1', 'open_customer_service(app=""得物"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6077
在抖音火山版中查看商城订单的待取件物流情况,"[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""待取件"")']]","[['1', 'open_logistics_receive(app=""抖音火山版"", filter_type=""待取件"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9765
在京东中查看待评价订单,"[['1', 'open_orders_bought(app=""京东"", order_status=""待评价"")']]","[['1', 'open_orders_bought(app=""京东"", order_status=""待评价"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8277
在京东中查找村上春树的小说集,"[['1', 'search_goods(app=""京东"", search_info=""村上春树 小说集"", order_type=""无"")']]","[['1', 'search_goods(app=""京东"", search_info=""村上春树 小说集"", order_type=""综合 "")']]",0.0000,1.0000,1.0000,1.0000,0.6667,0.6667,0.3333,0.3333,0.6667,0.6667,0.6667,1.1351
在拼多多中查找有机花盆店铺,"[['1', 'search_stores(app=""拼多多"", search_info=""有机花盆"", order_type=""无"", filter_type=""无"")']]","[['2', 'search_stores(app=""拼多多"", search_info=""有机花盆"", order_type=""销量"")']]",0.0000,1.0000,1.0000,0.8571,0.6667,0.6667,0.6667,0.3333,0.6667,0.6667,0.6667,1.0084
在唯品会中查看已完成的待付款订单,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""已完成的待付款"")']]","[['1', 'open_orders_bought(app=""唯品会"", order_status=""已完成的待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9545
在唯品会中查看待付款订单,"[['1', 'open_orders_bought(app=""唯品会"", order_status=""待付款"")']]","[['1', 'open_orders_bought(app=""唯品会"", order_status=""待付款"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8803
在转转中导航到待评价的退款售后部分,"[['1', 'open_orders_bought(app=""转转"", order_status=""待评价退款售后"")']]","[['1', 'open_orders_bought(app=""转转"", order_status=""待评价退款售后"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9507
在拼多多中搜索园艺工具并将结果按价格从高到低排序,"[['1', 'search_goods(app=""拼多多"", search_info=""园艺工具"", order_type=""价格从高到低"")']]","[['1', 'search_goods(app=""拼多多"", search_info=""园艺工具"", order_type=""价格从高到低"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1444
在抖音极速版中的商城区域访问待收货订单,"[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""抖音极速版"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9367
在京东中清空搜索记录,"[['1', 'delete_search_history(app=""京东"")']]","[['5', 'delete_search_history(app=""京东"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.4971
在淘宝中查看待收货订单,"[['1', 'open_orders_bought(app=""淘宝"", order_status=""待收货"")']]","[['1', 'open_orders_bought(app=""淘宝"", order_status=""待收货"")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8376
在转转中搜索并综合排序'剧本杀道具',"[['1', 'search_goods(app=""转转"", search_info=""剧本杀道具"", order_type=""综合 "")']]","[['1', 'search_goods(app=""转转"", search_info=""剧本杀道具"", order_type=""综合 "")']]",1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9512
