大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-收藏,京东,京东手机里怎么关注店铺呀？帮我关注这个抖音严选店。,在京东中关注抖音严选店,在京东中关注<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-搜索,京东,我在手机京东上能搜到口碑不错的行李箱吗？,在手机京东中搜索口碑不错的行李箱,在京东中搜索口碑<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-收藏,京东,YoYo，帮我删除京东手机商城里收藏的无线蓝牙耳机。,在京东手机商城中删除商品收藏中的无线蓝牙耳机,在京东中删除商品收藏中的<搜索内容>,"[{""name"": ""delete_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序的商品收藏夹中搜索指定商品并将其删除""}]"
购物-搜索,京东,帮我查一下京东商城里有没有充电宝，筛选发货地为深圳。,在京东商城中查找充电宝，筛选发货地为深圳,在京东中搜索商品<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,京东,YoYo，帮我看看手机京东上那双运动鞋的订单物流单号在哪找。,在手机京东中查看运动鞋订单的物流单号,在京东中查看<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,京东,帮我拨打京东商城中“蓝牙耳机”订单的快递电话,在京东商城中拨打“蓝牙耳机”订单的快递电话,在京东中拨打<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,京东,能帮我用手机京东给家电订单催一下发货吗？,在手机京东中给冰箱订单催发货,在京东中给<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,京东,YoYo，帮我给手机壳的订单在JD上催一下配送。,在JD中给手机壳订单催配送,在京东中给<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,京东,YoYo助手，在手机京东上帮我给“美的电饭煲”订单确认收货。,在手机京东中给“美的电饭煲”订单确认收货,在京东中给<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,京东,帮我给手机壳订单在京东上申请退货退款。,在京东中给手机壳订单申请退货退款,在京东中给<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,京东,YoYo助手，帮我给笔记本电脑的订单申请换货，原因选发货慢可以吗？,在京东中给笔记本电脑的订单申请换货，原因为发货慢,在京东中给<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,京东,帮我给京东上买的这双运动鞋写个五星好评，内容要提到鞋子很舒适。,在京东中给运动鞋订单写好评,在京东中评价<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,京东,帮我给京东上那双3星的休闲鞋写个评价，内容就写“鞋子穿着不太舒服，但外观还行”。,在京东中给休闲鞋订单写评价且星级为3星,在京东中评价<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,京东,帮我给京东上买的无线耳机订单写个好评，内容就写“音质很好，佩戴舒适，续航也很强”。,在京东中给无线耳机订单写好评且评价内容为“音质很好，佩戴舒适，续航也很强”,在京东中评价<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,京东,YoYo，我想在京东商城里对我刚收到的保温杯订单做个评价，还要传张照片，行吗？,在京东商城中给保温杯订单做评价并上传图片,在京东中评价<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,京东,YoYo，快点帮我把京东上那个颜料的订单评一下，评分是1星，评价内容是“质量太差，味道很大，而且颜料很快就干了！”，记得加上图片！,在京东中给颜料订单评价，评分为1星，评价内容为“质量太差，味道很大，而且颜料很快就干了！”，并添加图片,在京东中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,天猫,我想在天猫商城里找找有没有蓝牙耳机，帮我查一下。,在天猫商城中查找蓝牙耳机,在天猫中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,天猫,我想在手机天猫里查看一下运动鞋的商品评价。,在手机天猫中查看运动鞋的商品评价,在天猫中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,天猫,我想在手机天猫商城查看运动鞋的规格信息。,在手机天猫商城中查看运动鞋的规格信息,在天猫中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,天猫,YOYO，在手机天猫商城中打开蓝牙耳机的参数。,在手机天猫商城中打开蓝牙耳机的参数,在天猫中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,天猫,我想在手机天猫里查看这个冬季加厚羽绒服的详细信息。,在手机天猫中查看冬季加厚羽绒服的详细信息,在天猫中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-购物车,天猫,我想把这款复古风长款羽绒服加到手机天猫商城的购物车里。,在手机天猫商城中将复古风长款羽绒服加入购物车,在天猫中将<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,天猫,YOYO，我想在手机天猫商城加购一双耐克运动鞋42码。,在手机天猫商城中加购一双42码的耐克运动鞋,在天猫中将<规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,天猫,YOYO，快帮我把3双运动休闲鞋加入手机天猫的购物车里。,在手机天猫中将3双运动休闲鞋加入购物车,在天猫中将<数量>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,天猫,YOYO，我想在天猫中加入购物车一款羽绒服，送至北京市朝阳区建国门外大街88号，请尽快操作。,在天猫中将送至北京市朝阳区建国门外大街88号的羽绒服加入购物车,在天猫中将送至<地址>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-购物车,天猫,YOYO，我想在手机天猫商城把规格为红色iPhone 13、数量为1部的苹果手机加入购物车，送货地址是上海市浦东新区张江镇科苑路88号。,在手机天猫商城中搜索苹果手机并加入购物车，规格为红色iPhone13，数量为1部，地址为上海市浦东新区张江镇科苑路88号,在天猫中将送至<地址>的<数量><规格>的<搜索内容>加入购物车,"[{""name"": ""add_into_cart(app, search_info_slot, specification_slot, num_slot, address_slot)"", ""description"": ""搜索商品并将其添加入购物车,可以指定添加的商品规格、数量并选择收货地址""}]"
购物-下单,天猫,我想在天猫商城里下单一个双肩背包。,在天猫商城中下单一个双肩背包,在天猫中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,天猫,帮我直接在手机天猫上下单两双42码的运动鞋。,在手机天猫中下单两双42码的运动鞋,在天猫中下单<规格>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,天猫,我想在手机天猫商城买3盒韩国进口巧克力，帮我直接下单。,在手机天猫商城中下单3盒韩国进口巧克力,在天猫中下单<数量>的<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,天猫,YOYO，帮我直接下单一双耐克运动鞋送到杭州市西湖区文三路159号天苑花园5栋。,在天猫中下单一双耐克运动鞋送至杭州市西湖区文三路159号天苑花园5栋,在天猫中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,天猫,帮我用花呗支付在天猫国际下单一双尺码42的运动鞋。,在天猫国际中用花呗支付下单一双42码的运动鞋,在天猫中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,天猫,我想在手机天猫上下单1双42码的运动鞋用花呗支付送到上海市浦东新区张江镇666号。,在手机天猫中下单1双42码的运动鞋用花呗支付送至上海市浦东新区张江镇666号,在天猫中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,天猫,我想在天猫商城里收藏这款蓝牙耳机，可以操作吗？,在天猫商城中收藏这款蓝牙耳机,在天猫中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,天猫,YOYO，帮我打开天猫国际的政府补贴专区，然后搜一下羽绒服。,在天猫国际中打开政府补贴专区并搜索羽绒服,在天猫中打开政府补贴并搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,天猫,我想去天猫国际逛逛，能带我去lululemon店铺吗？,在天猫国际中打开lululemon店铺,在天猫中打开<店铺名>店铺,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,天猫,帮我找一下天猫国际里面有没有三只松鼠这个店铺,在天猫国际中查找三只松鼠店铺，然后在店内搜索蛋糕,在天猫中<店铺名>店铺内搜索<搜索内容>,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-打开,天猫,我想在手机天猫上浏览“三只松鼠”店铺里的“零食”类别，YOYO你帮我找一下。,在手机天猫中查找“三只松鼠”店铺的“零食”类别,在天猫中打开<店铺名>店铺的<类别>类别,"[{""name"": ""open_stores_page(app, store_name_slot, search_info_slot, category_slot)"", ""description"": ""通过店铺名称找到并打开店铺的内容页面,可以在其中进行店铺内搜索或打开类别子页面""}]"
购物-收藏,天猫,帮我关注手机天猫里的华为旗舰店。,在手机天猫中关注华为旗舰店,在天猫中关注<店铺名>店铺,"[{""name"": ""add_into_favorite_stores(app, search_info_slot)"", ""description"": ""在app程序中按照店铺名搜索店铺,并将其添加到店铺收藏夹中""}]"
购物-收藏,天猫,天猫手机商城里我想删除收藏夹中的冬季加厚睡衣，请你帮我处理一下。,在天猫中的商城删除收藏夹中的冬季加厚睡衣,在天猫中删除收藏夹中的<搜索内容>,"[{""name"": ""delete_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序的商品收藏夹中搜索指定商品并将其删除""}]"
购物-搜索,天猫,帮我查一下手机天猫商城里有没有蓝牙耳机，价格在200元以下的。,在手机天猫商城中搜索蓝牙耳机筛选价格在200元以下的,在天猫中搜索<搜索内容>筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-物流,天猫,帮我查一下手机天猫里的连衣裙订单，显示的是哪个快递单号？,在手机天猫中查看连衣裙订单的快递单号,在天猫中查看<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
购物-物流,天猫,帮我查一下手机天猫商城里那件连衣裙订单的快递电话。,在手机天猫商城中查看连衣裙订单的快递电话,在天猫中拨打<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
购物-物流,天猫,帮我给手机天猫里那件连衣裙的订单催促发货。,在手机天猫中给连衣裙订单催促发货,在天猫中给<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,天猫,能帮我给手机天猫里的婴儿奶粉订单加急配送吗？,在手机天猫中给婴儿奶粉订单加急配送,在天猫中给<搜索内容>订单催配送,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-物流,天猫,YoYo，在天猫商城买的牛奶，怎么操作确认收货？,在天猫商城中给牛奶订单确认收货,在天猫中给<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,天猫,能不能帮我给手机天猫商城里买的运动鞋订单发起退货退款？,在手机天猫商城中给运动鞋订单发起退款退货,在天猫中给<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,天猫,YoYo，帮我手机天猫里给连衣裙的订单申请仅退款，原因选质量问题。,在手机天猫中给连衣裙订单申请仅退款且原因为质量问题,在天猫中给<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,天猫,帮我给手机天猫商城里买的衣服写个5星好评，内容要写“衣服版型很好，穿上特别显瘦”。,在手机天猫商城中给连衣裙订单写好评,在天猫中评价<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,天猫,帮我给手机天猫商城里买奶粉的订单评个五星好评。,在手机天猫商城中评价奶粉订单且星级为五星,在天猫中评价<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,天猫,请帮我给手机天猫商城里的运动鞋订单写个好评，评价内容是“鞋子很舒适，款式也和图片一样，值得推荐”。,在手机天猫商城中给运动鞋订单写好评且评价内容为“鞋子很舒适，款式也和图片一样，值得推荐”。,在天猫中评价<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,天猫,帮我评价下手机天猫商城里的连衣裙订单，并上传买家秀图片。,在手机天猫商城中评价连衣裙订单并上传买家秀图片,在天猫中评价<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,天猫,帮我给手机壳这个订单评个五星好评，并加上几张图片，内容写“手机壳手感很好，和描述一致”。,在天猫中给手机壳订单写好评，星级为五星，评价内容为“手机壳手感很好，和描述一致”，并上传图片,在天猫中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-物流,闲鱼,我想在闲鱼市场里查一下那条连衣裙的订单物流信息，能帮我吗？,在闲鱼市场中查看连衣裙订单的物流信息,在闲鱼中查看<搜索内容>订单的物流单号,"[{""name"": ""open_order_tracking_number(app, search_info_slot)"", ""description"": ""在app中查询指定订单的物流单号""}]"
,闲鱼,帮我查一下闲鱼上那双运动鞋订单的快递电话。,在闲鱼中查看运动鞋订单的快递电话,在闲鱼中查看<搜索内容>订单的快递电话,"[{""name"": ""call_order_courier(app, search_info_slot)"", ""description"": ""在app中拨打指定订单的快递电话""}]"
,闲鱼,闲鱼二手里那个蓝牙耳机的订单怎么还没发货，能催一下吗？,在闲鱼二手中给蓝牙耳机订单催发货,在闲鱼中给<搜索内容>订单催发货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
,闲鱼,YoYo，帮我看看闲鱼里那个蓝牙耳机的订单能不能加急配货。,在闲鱼中给蓝牙耳机订单加急配货,在闲鱼中给<搜索内容>订单催配货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
,闲鱼,YoYo，在闲鱼市场里给我找一下那笔“小米无线蓝牙耳机”的订单，帮我确认收货。,在闲鱼市场中给“小米无线蓝牙耳机”订单确认收货,在闲鱼中给<搜索内容>订单确认收货,"[{""name"": ""manage_order_logistics_status(app, search_info_slot, action_type)"", ""description"": ""在app中管理指定订单的物流状态,包括催发货,催配送,确认收货""}]"
购物-订单,闲鱼,能不能帮我看看在闲鱼买的这个蓝牙耳机订单怎么提交换货申请？,在闲鱼中给蓝牙耳机订单申请换货,在闲鱼中给<搜索内容>订单申请售后,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-订单,闲鱼,YoYo，我想在咸鱼上对之前买的台灯订单申请仅退款，因为商品有质量问题。,在咸鱼中给台灯订单申请仅退款且原因为商品有质量问题,在闲鱼中给<搜索内容>订单申请<售后类型>且原因为<原因>,"[{""name"": ""apply_after_sales(app, search_info_slot, after_sales_type, reason_slot)"", ""description"": ""在app应用程序中搜索订单,并申请售后""}]"
购物-评价,闲鱼,帮我给闲鱼上买的游戏机手柄订单评个5星，内容就写“用起来很顺手，性价比超高”。,在闲鱼中给游戏手柄订单写好评,在闲鱼中评价<搜索内容>订单,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,闲鱼,YoYo，帮我找到闲鱼里那条订单，搜索内容是二手相机，星级要评5星。,在闲鱼中评价二手相机订单且星级要评5星,在闲鱼中评价<搜索内容>订单且星级为<星级>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,闲鱼,能帮我在我咸鱼的订单里找到买的数据线，然后评价说“充电速度很快，做工也不错”吗？,在咸鱼中评价数据线订单且评价内容为“充电速度很快，做工也不错”,在闲鱼中评价<搜索内容>订单且评价内容为<文本内容>,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,闲鱼,YoYo，在咸鱼里怎么给最近收货的二手耳机订单写好评并上传图片？,在咸鱼中评价二手耳机订单并上传图片,在闲鱼中评价<搜索内容>订单并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-评价,闲鱼,YoYo，我在闲鱼买的蓝牙耳机想评3星，评价内容写“音质一般，佩戴不太舒服”，记得上传截图。,在闲鱼中评价蓝牙耳机订单，星级为3星，评价内容为“音质一般，佩戴不太舒服”，并上传图片,在闲鱼中评价<搜索内容>订单，星级为<星级>，评价内容为<文本内容>，并上传图片,"[{""name"": ""rate_order(app, search_info_slot, rating_slot, review_text_slot, upload_images)"", ""description"": ""在app应用程序评价商城中的指定订单""}]"
购物-搜索,闲鱼,闲鱼上能搜到小米手机13吗？,在闲鱼中搜索小米手机13,在闲鱼中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-下单,闲鱼,闲鱼上能搜到小米手环吗？,在闲鱼中下单小米手环,在闲鱼中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,闲鱼,我在闲鱼市场里找一双耐克运动鞋，要42码的，送到杭州市西湖区文三路159号，请尽快下单。,在闲鱼市场中下单耐克运动鞋送到杭州市西湖区文三路159号,在闲鱼中下单<搜索内容>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,闲鱼,帮我用花呗付款买一个二手Switch游戏机。,在闲鱼中用花呗付款下单二手Switch游戏机,在闲鱼中用<支付方式>下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,闲鱼,帮我用支付宝付款在闲鱼买一双42码的运动鞋送到杭州市西湖区文三路159号华星时代广场B座6楼,在闲鱼中下单一双42码的运动鞋用支付宝付款送至杭州市西湖区文三路159号华星时代广场B座6楼,在闲鱼中下单<数量><规格>的<搜索内容>用<支付方式>送至<地址>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-收藏,闲鱼,我在闲鱼市场里收藏了那款北面羽绒服。,在闲鱼市场中收藏北面羽绒服,在闲鱼中收藏<搜索内容>,"[{""name"": ""add_into_favorite_goods(app, search_info_slot)"", ""description"": ""在app程序中搜索商品,并将其添加到商品收藏夹中""}]"
购物-搜索,闲鱼,我想在咸鱼里搜数码相机然后按降价排序，能帮我操作吗？,在咸鱼中搜索数码相机并筛选按降价排序,在闲鱼中搜索<搜索内容>并筛选降价,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,YOYO，帮我到咸鱼上搜蓝牙耳机，筛选条件设为新发的。,在咸鱼中搜索蓝牙耳机并筛选新发,在闲鱼中搜索<搜索内容>并筛选新发,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,闲鱼二手里能不能找得到连衣裙，并且筛选杭州的？,在闲鱼二手中搜索连衣裙并筛选杭州,在闲鱼中搜索<搜索内容>并筛选<区域>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,闲鱼,在闲鱼市场里找找运动鞋，然后按“24h内发货”和“发货地为北京”来筛选。,在闲鱼市场中搜索运动鞋并筛选“24h内发货”和“发货地为北京”,在闲鱼中搜索<搜索内容>并筛选<筛选条件>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,抖音火山版,我在火山小视频里怎么找不到商城入口呢？,在抖音火山版中的商城搜索手机壳,在抖音火山版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音火山版,YoYo，快帮我打开抖音火山版商城里这个蓝牙耳机的评论看看。,在抖音火山版中的商城打开蓝牙耳机的评论,在抖音火山版的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音火山版,YoYo，我在火山小视频的商城里怎么找不到打开手机壳规格的地方？,在火山小视频中的商城打开手机壳的规格,在抖音火山版的商城中打开<搜索内容>的规格,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
