query,plan,ground_truth,pred_tool_1,pred_score_1,pred_tool_2,pred_score_2,pred_tool_3,pred_score_3,pred_tool_4,pred_score_4,pred_tool_5,pred_score_5,pred_tool_6,pred_score_6,pred_tool_7,pred_score_7,pred_tool_8,pred_score_8,pred_tool_9,pred_score_9,pred_tool_10,pred_score_10,标注结果（n=1）,标注结果（n=3）,标注结果（n=5）
按销量查天猫的王守义十三香调味料,在$天猫$中搜索王守义十三香调味料按销量排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.846413942,"search_order(app, search_info_slot, order_status)",0.788024048,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.778251169,"open_favorite_stores(app, filter_type)",0.768315215,"search_in_favorite_stores(app, search_info_slot)",0.758606605,"search_cart_content(app, search_info_slot)",0.7581207,open_search_history(app),0.744224413,"open_logistics_receive(app, filter_type)",0.735696637,"sign_in(app, page_type)",0.733507586,1,1,1
天猫搜南极人保暖内衣按销量排序,在$天猫$中搜索南极人保暖内衣按销量排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.807121487,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.788628457,"search_order(app, search_info_slot, order_status)",0.765164296,open_search_history(app),0.740944727,"search_cart_content(app, search_info_slot)",0.730542466,"open_cart_content(app, filter_type, filter_detail_slot)",0.700322264,"open_favorite_stores(app, filter_type)",0.699324328,"open_logistics_receive(app, filter_type)",0.698874139,"sign_in(app, page_type)",0.697440219,1,1,1
按价格升序筛选天猫的清风抽纸,在$天猫$中筛选清风抽纸按价格升序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.781310876,"search_order(app, search_info_slot, order_status)",0.749200825,"open_orders_bought(app, order_status, filter_detail_slot)",0.732655239,"sign_in(app, page_type)",0.731486005,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.718191336,open_search_history(app),0.716201522,"open_customer_service(app, order_slot, store_slot)",0.704181741,"open_favorite_stores(app, filter_type)",0.037394566,"open_logistics_receive(app, filter_type)",0.035920644,1,1,1
天猫搜美的电饭煲低价优先排列,在$天猫$中搜索美的电饭煲按低价优先排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.768107324,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.765926313,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.759204112,open_search_history(app),0.72821887,"search_cart_content(app, search_info_slot)",0.707750754,"open_customer_service(app, order_slot, store_slot)",0.694075208,delete_search_history(app),0.061883001,open_camera_search(app),0.055818242,"search_in_favorite_stores(app, search_info_slot)",0.052377717,1,1,1
查天猫的东阿阿胶按价格降序排列,在$天猫$中查找东阿阿胶按价格降序排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.804986497,"search_order(app, search_info_slot, order_status)",0.723976795,"open_orders_bought(app, order_status, filter_detail_slot)",0.702424717,open_search_history(app),0.6797444,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.054166923,"sign_in(app, page_type)",0.03971575,"open_favorite_stores(app, filter_type)",0.037394566,"open_logistics_receive(app, filter_type)",0.035920644,"open_cart_content(app, filter_type, filter_detail_slot)",0.035765112,1,1,1
天猫搜雷士照明吸顶灯高价优先浏览,在$天猫$中搜索雷士照明吸顶灯并按高价优先浏览,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.798407584,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.790362072,open_search_history(app),0.767863946,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.750532709,"open_customer_service(app, order_slot, store_slot)",0.750008386,"sign_in(app, page_type)",0.735126667,"search_cart_content(app, search_info_slot)",0.7191325,"open_favorite_stores(app, filter_type)",0.706894057,"open_logistics_receive(app, filter_type)",0.703403729,1,1,1
搜天猫国际买的SK-II神仙水订单,在$天猫国际$中搜索SK-II神仙水订单,search_order,"search_order(app, search_info_slot, order_status)",0.953019793,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.952888197,"open_customer_service(app, order_slot, store_slot)",0.891832915,"open_orders_bought(app, order_status, filter_detail_slot)",0.88263886,"open_cart_content(app, filter_type, filter_detail_slot)",0.859010632,"search_cart_content(app, search_info_slot)",0.856132119,"sign_in(app, page_type)",0.850187067,"open_logistics_receive(app, filter_type)",0.847258203,open_search_history(app),0.840978329,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.821550009,1,1,1
查去年天猫超市买的蒙牛纯牛奶订单,在$天猫超市$中查找去年购买的蒙牛纯牛奶订单,search_order,"search_order(app, search_info_slot, order_status)",0.999999995,"open_orders_bought(app, order_status, filter_detail_slot)",0.97386503,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.884727846,"open_logistics_receive(app, filter_type)",0.882488311,open_search_history(app),0.850186806,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.841771587,"open_cart_content(app, filter_type, filter_detail_slot)",0.839456261,"open_favorite_stores(app, filter_type)",0.826863512,"open_customer_service(app, order_slot, store_slot)",0.810667728,"sign_in(app, page_type)",0.780628327,1,1,1
给我去闲鱼中搜索我的收藏中的二手佳能5D4,在$闲鱼$中搜索我的收藏中的二手佳能5D4,search_in_favorite_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.945800983,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.921821172,"search_order(app, search_info_slot, order_status)",0.921566932,"open_orders_release(app, order_status)",0.841091528,"search_cart_content(app, search_info_slot)",0.831674555,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.824308656,open_search_history(app),0.815523636,"open_customer_service(app, order_slot, store_slot)",0.813199312,"open_logistics_receive(app, filter_type)",0.786875871,"open_logistics_send(app, filter_type)",0.780687536,0,0,0
查闲鱼收藏夹里的九成新苹果手表,在$闲鱼$中查找收藏夹里的九成新苹果手表,search_in_favorite_goods,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.974626298,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.930423257,"open_orders_release(app, order_status)",0.888537619,"search_order(app, search_info_slot, order_status)",0.885783922,"open_customer_service(app, order_slot, store_slot)",0.862777645,open_search_history(app),0.861202655,"open_logistics_receive(app, filter_type)",0.807591128,"search_cart_content(app, search_info_slot)",0.804587765,delete_search_history(app),0.789319759,"open_logistics_send(app, filter_type)",0.063299077,0,0,0
快点儿去闲鱼中搜索我发布的95新索尼降噪耳机,在$闲鱼$中搜索我发布的95新索尼降噪耳机,search_order,"search_order(app, search_info_slot, order_status)",0.949690722,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.94899868,"open_orders_release(app, order_status)",0.888962443,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.85399958,"open_customer_service(app, order_slot, store_slot)",0.845718629,open_search_history(app),0.842441305,delete_search_history(app),0.823855598,"search_cart_content(app, search_info_slot)",0.795532591,"open_logistics_receive(app, filter_type)",0.78910757,"open_logistics_send(app, filter_type)",0.7834628,1,1,1
查看闲鱼上架的九成新徕卡相机,在$闲鱼$中查看上架的九成新的徕卡相机,search_order,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.954857415,"open_orders_release(app, order_status)",0.94949692,"open_customer_service(app, order_slot, store_slot)",0.920219276,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.912256033,"search_order(app, search_info_slot, order_status)",0.899684525,open_search_history(app),0.88698487,"open_logistics_receive(app, filter_type)",0.8807121,"open_logistics_send(app, filter_type)",0.877821186,"sign_in(app, page_type)",0.803622266,"open_cart_content(app, filter_type, filter_detail_slot)",0.80008121,0,0,1
帮我去闲鱼中搜索我卖出的二手尼康镜头商品,在$闲鱼$中搜索我卖出的二手尼康镜头商品,search_order,"search_order(app, search_info_slot, order_status)",0.98754262,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.969767179,"open_orders_release(app, order_status)",0.893762752,"open_logistics_send(app, filter_type)",0.871353383,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.870432796,open_search_history(app),0.849199656,"open_customer_service(app, order_slot, store_slot)",0.846449466,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.822591088,"search_cart_content(app, search_info_slot)",0.821309729,"open_logistics_receive(app, filter_type)",0.813594379,1,1,1
查看闲鱼已售的九成新iPad Pro,在$闲鱼$中查看已售的九成新iPad Pro,search_order,"open_orders_release(app, order_status)",0.983993526,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.954361262,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.922149366,"search_order(app, search_info_slot, order_status)",0.920355779,"open_customer_service(app, order_slot, store_slot)",0.91899996,open_search_history(app),0.918335057,"open_logistics_send(app, filter_type)",0.904726827,"open_logistics_receive(app, filter_type)",0.883433827,open_orders_all_review(app),0.856585585,delete_search_history(app),0.818200283,0,0,1
给我在闲鱼中搜索我买到的二手大疆无人机,在$闲鱼$中搜索我买到的二手大疆无人机,search_order,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.982829075,"search_order(app, search_info_slot, order_status)",0.938192023,"open_logistics_receive(app, filter_type)",0.864075418,"open_orders_release(app, order_status)",0.834687046,open_search_history(app),0.824884724,"search_cart_content(app, search_info_slot)",0.82436471,"open_customer_service(app, order_slot, store_slot)",0.820251813,"open_logistics_send(app, filter_type)",0.807436306,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.806625616,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.802407517,0,1,1
查看闲鱼购入的九成新MacBook,在$闲鱼$中查看购入的九成新MacBook,search_order,"open_orders_release(app, order_status)",0.958379562,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.948334885,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.923089898,"search_order(app, search_info_slot, order_status)",0.917932569,"open_customer_service(app, order_slot, store_slot)",0.914785105,open_search_history(app),0.903743981,"open_logistics_receive(app, filter_type)",0.894543555,"open_logistics_send(app, filter_type)",0.887922241,"open_cart_content(app, filter_type, filter_detail_slot)",0.840319616,open_orders_all_review(app),0.835154588,0,0,1
我想要到闲鱼中搜索二手佳能单反相机按综合排序,在$闲鱼$中搜索二手佳能单反相机并按综合排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.833025009,open_search_history(app),0.812579353,"open_customer_service(app, order_slot, store_slot)",0.79796557,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.797686325,"open_orders_release(app, order_status)",0.786236138,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.764770694,open_camera_search(app),0.763797335,delete_search_history(app),0.761014473,"open_logistics_receive(app, filter_type)",0.73571174,1,1,1
闲鱼搜95新苹果笔记本,在$闲鱼$中搜索95新苹果笔记本,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.99480568,"search_order(app, search_info_slot, order_status)",0.9338277,open_search_history(app),0.870592104,"open_orders_release(app, order_status)",0.834592444,"open_customer_service(app, order_slot, store_slot)",0.83394402,delete_search_history(app),0.826599832,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.800381695,"search_cart_content(app, search_info_slot)",0.798706426,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.766567525,"open_logistics_receive(app, filter_type)",0.765190274,1,1,1
在闲鱼中搜索索尼微单按最近活跃排序,在$闲鱼$中搜索索尼微单按最近活跃排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.866712334,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.802965388,open_search_history(app),0.782440628,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.774102177,"open_orders_release(app, order_status)",0.767585663,"open_customer_service(app, order_slot, store_slot)",0.760758373,"search_cart_content(app, search_info_slot)",0.749771076,delete_search_history(app),0.742986503,open_camera_search(app),0.733736714,1,1,1
搜闲鱼九成新iPhone按最近活跃排列,在$闲鱼$中搜索九成新的iPhone并按最近活跃排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.833523777,open_search_history(app),0.782249902,"open_customer_service(app, order_slot, store_slot)",0.774438203,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.77255145,"open_orders_release(app, order_status)",0.754113975,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.752587658,"search_cart_content(app, search_info_slot)",0.743347902,delete_search_history(app),0.739564906,"search_in_favorite_stores(app, search_info_slot)",0.05252976,1,1,1
按距离筛选闲鱼的二手尼康单反,在$闲鱼$中按距离筛选二手尼康单反,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"open_customer_service(app, order_slot, store_slot)",0.829052932,"search_order(app, search_info_slot, order_status)",0.822893407,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.821837968,open_search_history(app),0.81703677,"open_orders_release(app, order_status)",0.811930207,delete_search_history(app),0.773982151,"open_logistics_send(app, filter_type)",0.764851668,"open_logistics_receive(app, filter_type)",0.76337189,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.748989583,1,1,1
查闲鱼九成新iPad按最近距离排序,在$闲鱼$中查找九成新的iPad并按最近距离排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.80831573,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.776529969,"open_orders_release(app, order_status)",0.775822243,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.774716838,"open_customer_service(app, order_slot, store_slot)",0.762204307,open_search_history(app),0.758270769,"search_cart_content(app, search_info_slot)",0.723533599,delete_search_history(app),0.70056544,"open_logistics_send(app, filter_type)",0.043028152,1,1,1
按信用分看闲鱼的二手大疆无人机,在$闲鱼$中搜索二手大疆无人机按信用分排序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.852215084,open_search_history(app),0.816126775,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.797169953,"open_customer_service(app, order_slot, store_slot)",0.794833359,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.778214573,"open_orders_release(app, order_status)",0.775707665,delete_search_history(app),0.765776319,"open_logistics_send(app, filter_type)",0.755140502,"open_logistics_receive(app, filter_type)",0.750905938,1,1,1
闲鱼搜95新MacBook按信用等级排列,在$闲鱼$中搜索95新MacBook按信用等级排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.805413783,open_search_history(app),0.772240625,"open_orders_release(app, order_status)",0.751185847,"open_customer_service(app, order_slot, store_slot)",0.745254746,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.744745068,delete_search_history(app),0.729044103,open_orders_all_review(app),0.69881725,"open_logistics_send(app, filter_type)",0.683914289,"open_logistics_receive(app, filter_type)",0.683102791,1,1,1
按价格升序看闲鱼的二手佳能镜头,在$闲鱼$中查看二手佳能镜头按价格升序,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,open_search_history(app),0.786863192,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.786135063,"open_orders_release(app, order_status)",0.781606851,"open_customer_service(app, order_slot, store_slot)",0.761479569,"search_order(app, search_info_slot, order_status)",0.754146381,open_orders_all_review(app),0.731397133,"open_logistics_send(app, filter_type)",0.724353454,"open_logistics_receive(app, filter_type)",0.722761782,delete_search_history(app),0.71532747,1,1,1
搜闲鱼九成新苹果手表低价优先,在$闲鱼$中搜索九成新的苹果手表并按低价优先,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.85874455,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.825042522,open_search_history(app),0.818394224,"open_orders_release(app, order_status)",0.805007332,"open_customer_service(app, order_slot, store_slot)",0.800311638,"search_cart_content(app, search_info_slot)",0.794954208,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.791204936,delete_search_history(app),0.070836833,"search_in_favorite_stores(app, search_info_slot)",0.05901605,1,1,1
查闲鱼二手徕卡相机按价格降序排列,在$闲鱼$中查找二手徕卡相机按价格降序排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,open_search_history(app),0.764285072,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.747547361,"search_order(app, search_info_slot, order_status)",0.743927522,"open_orders_release(app, order_status)",0.741507355,"open_customer_service(app, order_slot, store_slot)",0.723771398,delete_search_history(app),0.717810182,"open_logistics_send(app, filter_type)",0.68433337,"open_logistics_receive(app, filter_type)",0.684280252,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.053866063,1,1,1
搜闲鱼95新索尼微单高价优先浏览,在$闲鱼$中搜索95新索尼微单高价优先,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.99480568,"search_order(app, search_info_slot, order_status)",0.939235749,open_search_history(app),0.847930478,delete_search_history(app),0.820045347,"open_orders_release(app, order_status)",0.816367907,"open_customer_service(app, order_slot, store_slot)",0.812333283,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.806514916,"search_cart_content(app, search_info_slot)",0.805361047,open_camera_search(app),0.802506149,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.78914914,1,1,1
抖音火山版商城搜华为Mate50 Pro,在$抖音火山版$中的商城搜索华为Mate50 Pro,search_goods,"search_order(app, search_info_slot, order_status)",0.968663647,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.965245927,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.955385263,"open_customer_service(app, order_slot, store_slot)",0.9496513,"open_cart_content(app, filter_type, filter_detail_slot)",0.934610902,"search_cart_content(app, search_info_slot)",0.923729964,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.904524945,"sign_in(app, page_type)",0.892478993,"search_in_favorite_stores(app, search_info_slot)",0.875489647,open_search_history(app),0.067212029,0,1,1
查抖音火山版商城的戴森吹风机,在$抖音火山版$中的商城中查看戴森吹风机,search_goods,"open_cart_content(app, filter_type, filter_detail_slot)",0.99015146,"search_order(app, search_info_slot, order_status)",0.96064531,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.953140825,"open_customer_service(app, order_slot, store_slot)",0.951591268,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.947947308,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.944690283,"search_cart_content(app, search_info_slot)",0.925090922,"sign_in(app, page_type)",0.895867707,"search_in_favorite_stores(app, search_info_slot)",0.860876401,"open_orders_bought(app, order_status, filter_detail_slot)",0.746846589,0,0,0
搜抖音火山版商城的小米官方旗舰店,在$抖音火山版$中搜索商城的小米官方旗舰店,search_stores,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.98240669,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.979611003,"open_customer_service(app, order_slot, store_slot)",0.974577243,"search_order(app, search_info_slot, order_status)",0.953663201,"search_cart_content(app, search_info_slot)",0.936517469,"open_cart_content(app, filter_type, filter_detail_slot)",0.909792109,"search_in_favorite_stores(app, search_info_slot)",0.884798693,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.857621102,"sign_in(app, page_type)",0.848227091,open_search_history(app),0.059633564,1,1,1
查抖音火山版商城的九阳官方店,在$抖音火山版$中查看商城的九阳官方店,search_stores,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.999999995,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.93309764,"open_customer_service(app, order_slot, store_slot)",0.896588985,"search_cart_content(app, search_info_slot)",0.896053202,"open_cart_content(app, filter_type, filter_detail_slot)",0.881856943,"search_order(app, search_info_slot, order_status)",0.87113178,"search_in_favorite_stores(app, search_info_slot)",0.86544617,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.858465927,"sign_in(app, page_type)",0.798908745,"open_favorite_stores(app, filter_type)",0.757617934,1,1,1
按综合排序看抖音火山版商城的苹果手机,在$抖音火山版$中的商城按综合排序查看苹果手机,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.980211611,"open_cart_content(app, filter_type, filter_detail_slot)",0.934334182,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.929079435,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.912299379,"search_order(app, search_info_slot, order_status)",0.901226587,"open_customer_service(app, order_slot, store_slot)",0.869243731,"search_cart_content(app, search_info_slot)",0.85387274,"search_in_favorite_stores(app, search_info_slot)",0.807947177,"sign_in(app, page_type)",0.804262085,"open_logistics_receive(app, filter_type)",0.035895923,1,1,1
搜抖音火山版商城的三星电视综合对比,在$抖音火山版$中搜索商城的三星电视综合对比,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.988123353,"search_order(app, search_info_slot, order_status)",0.957735895,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.945680915,"open_cart_content(app, filter_type, filter_detail_slot)",0.939482228,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.924806922,"search_cart_content(app, search_info_slot)",0.918515215,"open_customer_service(app, order_slot, store_slot)",0.917491322,"search_in_favorite_stores(app, search_info_slot)",0.889498379,"sign_in(app, page_type)",0.842169932,"open_favorite_stores(app, filter_type)",0.741280684,1,1,1
按销量查抖音火山版商城的美的空调,在$抖音火山版$中的商城按销量查美的空调,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.910169346,"search_order(app, search_info_slot, order_status)",0.865991064,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.862796871,"open_cart_content(app, filter_type, filter_detail_slot)",0.854695825,"search_cart_content(app, search_info_slot)",0.848238907,"open_customer_service(app, order_slot, store_slot)",0.822930833,"search_in_favorite_stores(app, search_info_slot)",0.807382313,"sign_in(app, page_type)",0.78092426,"open_logistics_send(app, filter_type)",0.033255198,1,1,1
搜抖音火山版商城的飞利浦电动牙刷销量,在$抖音火山版$中的商城搜索飞利浦电动牙刷销量,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.959915597,"open_cart_content(app, filter_type, filter_detail_slot)",0.932606191,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.930344399,"search_cart_content(app, search_info_slot)",0.913881649,"open_customer_service(app, order_slot, store_slot)",0.90362978,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.892731195,"sign_in(app, page_type)",0.861603718,"search_in_favorite_stores(app, search_info_slot)",0.858472894,open_search_history(app),0.054763578,1,1,1
按价格升序筛选抖音火山版商城的五粮液,在$抖音火山版$中按价格升序筛选商城的五粮液,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.873893233,"search_order(app, search_info_slot, order_status)",0.861896104,"open_cart_content(app, filter_type, filter_detail_slot)",0.850643156,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.850154174,"search_cart_content(app, search_info_slot)",0.817451239,"open_customer_service(app, order_slot, store_slot)",0.811150184,"search_in_favorite_stores(app, search_info_slot)",0.79082702,"sign_in(app, page_type)",0.782310498,"open_logistics_send(app, filter_type)",0.029410258,1,1,1
搜抖音火山版商城的资生堂护肤品低价优先,在$抖音火山版$中搜索商城的资生堂护肤品并按低价优先,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.98271909,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.976235504,"search_cart_content(app, search_info_slot)",0.93557847,"open_cart_content(app, filter_type, filter_detail_slot)",0.933481395,"search_order(app, search_info_slot, order_status)",0.921549867,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.915854694,"open_customer_service(app, order_slot, store_slot)",0.88410021,"search_in_favorite_stores(app, search_info_slot)",0.876038109,"sign_in(app, page_type)",0.842739752,open_search_history(app),0.045652057,1,1,1
查抖音火山版商城的茅台按价格降序排列,在$抖音火山版$中查找商城的茅台按价格降序排列,search_goods,"search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)",0.999999995,"search_order(app, search_info_slot, order_status)",0.850297696,"search_stores(app, search_info_slot, filter_type, filter_detail_slot, location_slot, qualification_slot, order_type)",0.838805051,"open_favorite_goods(app, filter_type, filter_detail_slot, order_type)",0.820089531,"open_cart_content(app, filter_type, filter_detail_slot)",0.81409025,"open_customer_service(app, order_slot, store_slot)",0.779782405,"search_cart_content(app, search_info_slot)",0.770723224,"sign_in(app, page_type)",0.75947137,"search_in_favorite_stores(app, search_info_slot)",0.756014927,"open_logistics_send(app, filter_type)",0.029410258,1,1,1
