大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-打开,快手极速版,能帮我在快手极速版中看看厨房小家电的价格接着再看看用户的使用反馈评价评论最后下单购买,在快手极速版中查看厨房小家电价格,在快手极速版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手极速版,能帮我在快手极速版中看看厨房小家电的价格接着再看看用户的使用反馈评价评论最后下单购买,在快手极速版中查看用户对厨房小家电的使用反馈评价,在快手极速版的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-下单,快手极速版,能帮我在快手极速版中看看厨房小家电的价格接着再看看用户的使用反馈评价评论最后下单购买,在快手极速版中下单购买厨房小家电,在快手极速版的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-打开,快手,能否帮我在快手的商城里看看男士手表然后看下评价信息最后购买,在快手中的商城查看男士手表价格,在快手的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,快手,能否帮我在快手的商城里看看男士手表然后看下评价信息最后购买,在快手中的商城查看男士手表的评价,在快手的商城中打开<搜索内容>的评论,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-下单,快手,能否帮我在快手的商城里看看男士手表然后看下评价信息最后购买,在快手中的商城购买男士手表,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-搜索,抖音,帮我在抖音的商城中搜一下保罗的球衣,在抖音中的商城搜索保罗球衣,在抖音的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,淘宝,算了还是在淘宝中搜一下吧,在淘宝中的商城搜索保罗球衣,在淘宝中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-下单,抖音,可以帮我在抖音的商城中下单一箱伊利牛奶吗,在抖音中的商城下单一箱伊利牛奶,在抖音的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,抖音,不对，不要抖音要京东,在京东中下单一箱蒙牛牛奶,在京东中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
未知,京东,去京东上瞅瞅我的优惠券还有多少,在京东中查看剩余优惠券数量,未知,[]
未知,天猫,还是换天猫看看吧,在天猫中查看剩余优惠券数量,未知,[]
未知,美团,帮我看一下昨天美团中的我预约的电影票,在美团中查找预约的电影票,未知,[]
未知,美团,还是看看景区门票吧,在美团中查找预约的景区门票,未知,[]
购物-客服,拼多多,在拼多多上帮我问问客服退货咋弄,在拼多多中联系客服咨询退货流程,在拼多多中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,拼多多,算了改成问换货的步骤,在拼多多中联系客服咨询换货步骤,在拼多多中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-物流,闲鱼,到闲鱼上瞧瞧我买的东西发没发货,在闲鱼中查看购买商品的发货状态,在闲鱼中查看我买的待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-物流,闲鱼,换成看物流到哪了,在闲鱼中查看购买商品的物流信息,在闲鱼中查看我买到的商品的物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-搜索,抖音,去抖音的商城里搜搜好看的杯子,在抖音中的商城搜索好看的杯子,在抖音的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,抖音,还是搜搜盘子吧,在抖音中的商城搜索好看的盘子,在抖音的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-订单,京东,哎，京东上我昨天买的东西订单在哪呢，找不着了,在京东中查找昨天购买商品的订单,在京东中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-订单,天猫,那去天猫上找找我前天的订单吧,在天猫中查找前天的订单,在天猫中搜索<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
未知,美团,美团上我的预约的流程到哪了呀，看一下,在美团中查看预约流程,未知,[]
未知,美团,换成预约电影票吧,在美团中预约电影票,未知,[]
购物-打开,抖音,帮看看抖音的商城里那个太平鸟裙子还有货不,在抖音中的商城查看太平鸟裙子的库存状态,在抖音的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音,还是看那件森马上衣吧,在抖音中的商城查看森马上衣的库存状态,在抖音的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-收藏,抖音极速版,找找抖音极速版里我收藏的篮球咋没了,在抖音极速版中查找收藏的篮球,在抖音极速版中查看收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-打开,抖音极速版,换成找我点赞的视频,在抖音极速版中查找点赞的视频,在抖音极速版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-客服,唯品会,唯品会里我买的鞋能换个尺码不，问问客服,在唯品会中联系客服咨询鞋类换码,在唯品会中联系唯品客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,唯品会,改成问能不能退货,在唯品会中联系客服咨询退货,在唯品会中联系唯品客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-订单,拼多多,拼多多上那个水果拼单成功没呀，瞅瞅,在拼多多中查看水果拼单是否成功,在拼多多中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-订单,拼多多,换成看零食的拼单进度,在拼多多中查看零食拼单进度,在拼多多中查看我的订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-打开,天猫,天猫上我加购的化妆品降价了没，看看呗,在天猫中查看加购化妆品的价格变化,在天猫中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,天猫,改成看护肤品的,在天猫中查看加购护肤品的价格变化,在天猫中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-订单,闲鱼,瞧瞧闲鱼上我卖的书有人买了吗,在闲鱼中查看卖出书籍的订单情况,在闲鱼中搜索我卖出的<搜索内容>订单,"[{""name"": ""search_order(app, search_info_slot, order_status)"", ""description"": ""在app应用程序中搜索订单""}]"
购物-订单,闲鱼,改成看我买的衣服发货没,在闲鱼中查看购买衣服的发货状态,在闲鱼中查看我买的待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
未知,转转,帮我看一下转转上那个二手苹果手机是正品不,在转转中验证二手苹果手机的正品性,未知,[]
未知,转转,还是看那台二手苹果笔记本电脑,在转转中验证二手苹果笔记本电脑的正品性,未知,[]
未知,抖音火山版,看看抖音火山版里打赏我关注的主播开播,在抖音火山版中打赏我关注的主播,未知,[]
购物-收藏,抖音火山版,算了先找一下我收藏的视频吧,在抖音火山版中查找我收藏的视频,在抖音火山版中查看收藏的商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""在app程序中打开收藏的喜爱、想要或关注商品的页面,并按照条件进行筛选""}]"
购物-打开,阿里巴巴,帮我问一下阿里巴巴上那个批发的乐高玩具多少钱然后打开抖音查看批发乐高玩具的价格,在阿里巴巴中咨询乐高玩具的批发价格,在阿里巴巴中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音,帮我问一下阿里巴巴上那个批发的乐高玩具多少钱然后打开抖音查看批发乐高玩具的价格,在抖音中查看乐高玩具的批发价格,在抖音的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,阿里巴巴,改成问文具的批发价和价格,在阿里巴巴中咨询文具的批发价,在阿里巴巴中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音,改成问文具的批发价和价格,在抖音中查看文具的批发价,在抖音的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
未知,得物,鉴定下得物上那双李宁鞋是真的不然后去淘宝看看价格,在得物中鉴定李宁鞋子的真伪,未知,[]
购物-打开,淘宝,鉴定下得物上那双李宁鞋是真的不然后去淘宝看看价格,在淘宝中查看李宁鞋子的价格,在淘宝中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
未知,得物,换成鉴定那件詹姆斯球衣是不是真的和价格,在得物中鉴定詹姆斯球衣的真伪,未知,[]
购物-打开,淘宝,换成鉴定那件詹姆斯球衣是不是真的和价格,在淘宝中查看詹姆斯球衣的价格,在淘宝中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
未知,快手极速版,快手极速版里我赚的金币能换多少钱呀然后搜一下金币能兑换什么商品,在快手极速版中计算金币可兑换的金额,未知,[]
购物-搜索,快手极速版,快手极速版里我赚的金币能换多少钱呀然后搜一下金币能兑换什么商品,在快手极速版中搜索金币可兑换的商品,在快手极速版的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
未知,淘宝,算了在淘宝看吧,在淘宝中计算金币可兑换的金额,未知,[]
购物-搜索,淘宝,算了在淘宝看吧,在淘宝中搜索金币可兑换的商品,在淘宝中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-搜索,快手,帮我看看快手的商城里的国家地理背包黑色款然后购买黑色款的国家地理背包,在快手中的商城搜索国家地理背包黑色款,在快手的商城中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-下单,快手,帮我看看快手的商城里的国家地理背包黑色款然后购买黑色款的国家地理背包,在快手中的商城购买国家地理背包黑色款,在快手的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-搜索,快手,想了想还是看一下那个钱包吧,在快手中的商城搜索黑色爱马仕钱包,在快手中的商城搜索<搜索内容>,[]
购物-下单,快手,想了想还是看一下那个钱包吧,在快手中的商城购买钱包爱马仕黑色款,在快手中的商城下单<搜索内容>,[]
未知,京东,能否查下京东上我的会员快到期了不再续费一年,在京东中查看会员到期时间,未知,[]
未知,京东,能否查下京东上我的会员快到期了不再续费一年,在京东中续费一年会员,未知,[]
未知,淘宝,算了还是看淘宝会员情况吧,在淘宝中查看会员到期时间,未知,[]
未知,淘宝,算了还是看淘宝会员情况吧,在淘宝中续费一年会员,未知,[]
购物-物流,抖音,帮我看下抖音的商城里我买的海飞丝洗发水啥时候到然后再购买一块肥皂,在抖音中的商城查看海飞丝洗发水的物流信息,在抖音的商城中查看订单物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""打开显示已购商品信息的界面,查看相关物流信息,并根据物流情况进行筛选""}]"
购物-下单,抖音,帮我看下抖音的商城里我买的海飞丝洗发水啥时候到然后再购买一块肥皂,在抖音中的商城购买一块肥皂,在抖音的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-下单,抖音,改成购买欧莱雅沐浴露,在抖音中的商城购买欧莱雅沐浴露,在抖音的商城中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-打开,抖音极速版,能否帮我看下抖音极速版里我发布的作品有多少人看了然后在抖音里面也看看,在抖音极速版中查看发布作品的浏览量,在抖音极速版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,,能否帮我看下抖音极速版里我发布的作品有多少人看了然后在抖音里面也看看,在抖音中查看发布作品的浏览量,在抖音极速版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,抖音极速版,算了还是看下评论数,在抖音极速版中查看发布作品的评论数,在抖音极速版的商城中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,唯品会,帮我看下唯品会里那件羽绒服有优惠活动不然后下单购买,在唯品会中查看波司登羽绒服的优惠活动,在唯品会中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-下单,唯品会,帮我看下唯品会里那件羽绒服有优惠活动不然后下单购买,在唯品会中下单购买波司登羽绒服,在唯品会中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
购物-打开,唯品会,改成看一下棉服的,在唯品会中查看波司登棉服的优惠活动,在唯品会中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-下单,唯品会,改成看一下棉服的,在唯品会中下单购买波司登棉服,在唯品会中下单<搜索内容>,"[{""name"": ""order_to_purchase_goods(app, search_info_slot, specification_slot, num_slot, address_slot, payment_method_slot)"", ""description"": ""通过商品名称找到商品并下单购买,可以指定添加的商品规格、数量并选择收货地址以及支付方式""}]"
未知,拼多多,帮我在拼多多砍价然后再搜索荣耀手表的价格,在拼多多中砍价,未知,[]
购物-搜索,拼多多,帮我在拼多多砍价然后再搜索荣耀手表的价格,在拼多多中搜索荣耀手表的价格,在拼多多中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
未知,拼多多,还是助力一下拼单，还差几人了,在拼多多中助力拼单,未知,[]
购物-打开,转转,能否帮我问下转转上索尼游戏机带手柄不然后再看下aj球鞋的价格,在转转中查看索尼游戏机是否带手柄的详情,在转转中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,转转,能否帮我问下转转上索尼游戏机带手柄不然后再看下aj球鞋的价格,在转转中查看aj球鞋的价格,在转转中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,京东,还是换成在京东看吧,在京东中查看游戏机是否带手柄的详情,在京东中打开<搜索内容>的详情,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,京东,还是换成在京东看吧,在京东中搜索aj球鞋的价格,在京东中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,得物,可不可以帮我查询一下得物上那双限量科比鞋啥时候发售然后再一下搜索首发时的价格,在得物中查看限量科比鞋的发售时间,在得物中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,得物,可不可以帮我查询一下得物上那双限量科比鞋啥时候发售然后再一下搜索首发时的价格,在得物中搜索限量科比鞋首发的价格,在得物中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,得物,算了还是换成看那双联名鞋,在得物中查看联名鞋的发售时间,在得物中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-打开,得物,算了还是换成看那双联名鞋,在得物中搜索联名鞋的价格,在得物中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-客服,京东,问问客服京东上我买的手机能开发票不然后问问有没有价保,在京东中联系客服咨询手机开发票事宜,在京东中查看客户服务,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,京东,问问客服京东上我买的手机能开发票不然后问问有没有价保,在京东中联系客服咨询手机价保事宜,在京东中查看客户服务,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,京东,算了还是改成问电脑的,在京东中联系客服咨询电脑开发票事宜,在京东中查看客户服务,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-客服,京东,算了还是改成问电脑的,在京东中联系客服咨询电脑价保事宜,在京东中查看客户服务,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-打开,转转,能否查一下转转上佳能相机的像素是多少然后再看看最新款的荣耀手机,在转转中查看佳能相机的像素,在转转中打开<搜索内容>,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-搜索,转转,能否查一下转转上佳能相机的像素是多少然后再看看最新款的荣耀手机,在转转中搜索最新款的荣耀手机,在转转中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-打开,转转,我觉得还是看下相机的内存大小核最新款的华为手机,在转转中查看佳能相机的内存大小参数,在转转中打开<搜索内容>的参数,"[{""name"": ""open_goods_page(app, search_info_slot, page_type)"", ""description"": ""通过商品名称找到并打开其详情页面,可以指定子页面,例如评论、规格、参数、详情等""}]"
购物-搜索,转转,我觉得还是看下相机的内存大小核最新款的华为手机,在转转中搜索最新款的华为手机,在转转中搜索<搜索内容>,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
购物-订单,转转,打开转转看一下我的退款售后订单,在转转中查看退款售后订单,在转转中查看退款售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-客服,转转,在转转里帮我联系一下在线的客服,在转转中联系在线客服,在转转中联系在线客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
购物-搜索,淘宝,打开淘宝帮我搜索一下夏季短裤，顺便帮我按销量排序一下,在淘宝中搜索夏季短裤按销量排序,在淘宝中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
未知,,查看天气,在中查看天气,未知,[]
购物-签到,拼多多,打开拼多多签个到,在拼多多中进行签到,在拼多多中进行签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""在app程序中完成每日签到,领取积分、金币等奖励的操作""}]"
购物-发票,拼多多,看一下我在拼多多里的全部发票,在拼多多中查看全部发票,在拼多多中查看全部发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""在app应用程序中打开与发票相关的页面""}]"
购物-搜索,拼多多,在拼多多里面找一下马克杯，顺便帮我按价格从便宜到贵排序一下,在拼多多中搜索马克杯按价格从低到高排序,在拼多多中搜索<搜索内容>按价格从低到高排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
未知,,播放周杰伦的歌,在中播放周杰伦的歌,未知,[]
购物-订单,抖音,看一下我在抖音的商城里面没有评价的订单,在抖音中的商城查看待评价订单,在抖音的商城中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-客服,转转,帮我去转转联系一下客服,在转转中联系客服,在转转中联系在线客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""在app应用程序中联系官方客服,或联系指令订单的店铺客服,或联系指定店铺的客服""}]"
未知,12306,去12306上帮我候补一下去武汉的高铁票,在12306中候补去武汉的高铁票,未知,[]
未知,高德,用高德帮我拼个车,在高德中拼车,未知,[]
购物-搜索,京东,打开京东帮我在购物车看一下我有没有买过电动牙刷,在京东中的购物车中搜索电动牙刷,在京东的购物车中搜索<搜索内容>,"[{""name"": ""search_cart_content(app, search_info_slot)"", ""description"": ""在app应用程序中查看购物车/采购车(阿里巴巴的叫法)查找商品""}]"
购物-订单,抖音极速版,看一下抖音极速版商城里的售后订单,在抖音极速版中的商城查看售后订单,在抖音极速版的商城中查看售后订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""在app应用程序中查看买入的指定状态的订单列表,例如待付款、待收货、待评价等。""}]"
购物-搜索,抖音火山版,打开抖音火山版，在商场里面帮我看一下最新款苹果手机，按销量高低给他们排个序,在抖音火山版中的商城搜索最新款苹果手机按销量排序,在抖音火山版的商城中搜索<搜索内容>按销量排序,"[{""name"": ""search_goods(app, search_info_slot, page_type, filter_detail_slot, type_slot, area_slot, order_type)"", ""description"": ""在app程序中依据名称搜索商品,可以指定具体在哪一个子页面进行搜索, 搜索结果的筛选条件和排序方式""}]"
未知,,帮我导航去公司,在中导航到公司,未知,[]
