大类,app,query,plan（在xx中做什么）,指令,ground_truth_tool
购物-购物车,阿里巴巴,YOYO，在阿里巴巴上检查一下代发采购车的状态,在阿里巴巴中检查代发采购车的状态,在阿里巴巴中查看代发采购车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,阿里巴巴,嘿YOYO，帮我看看阿里巴巴商城购物车里的现货,在阿里巴巴商城中查看购物车中的现货,在阿里巴巴中查看采购车中的现货,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,阿里巴巴,YOYO，检查一下我的阿里巴巴采购车里的现货,在阿里巴巴中检查采购车中的现货,在阿里巴巴中查看采购车中的现货,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,阿里巴巴,嘿YOYO，帮我看看阿里巴巴里的采购车有什么更新,在阿里巴巴中查看采购车更新,在阿里巴巴中查看采购车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,阿里巴巴,YOYO，检查一下我的阿里巴巴采购车,在阿里巴巴中检查采购车,在阿里巴巴中查看采购车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上的搜索记录吧。,在阿里巴巴中查看搜索记录,在阿里巴巴中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,YOYO，打开阿里巴巴，把我的搜索历史给我展示一下。,在阿里巴巴中展示我的搜索历史,在阿里巴巴中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,嘿YOYO，帮我清理一下在阿里巴巴上的搜索记录吧。,在阿里巴巴中清理搜索记录,在阿里巴巴中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,YOYO，把阿里巴巴里的搜索历史清了。,在阿里巴巴中清除搜索历史,在阿里巴巴中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,嘿YOYO，帮我打开阿里巴巴应用，然后找到拍照功能,在阿里巴巴中查找拍照功能,在阿里巴巴中使用拍照功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-搜索,阿里巴巴,YOYO，启动阿里巴巴，激活拍照模式,在阿里巴巴中激活拍照模式,在阿里巴巴中使用拍照功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上有哪些待发货的订单吧。,在阿里巴巴中查看待发货订单,在阿里巴巴中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，检查一下阿里巴巴平台上的待发货订单情况。,在阿里巴巴平台中检查待发货订单情况,在阿里巴巴中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上有哪些待付款的订单吧。,在阿里巴巴中查看待付款订单,在阿里巴巴中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，检查一下我的阿里巴巴账户里的待付款订单。,在阿里巴巴中检查账户中的待付款订单,在阿里巴巴中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上有哪些待评价的订单吧。,在阿里巴巴中查看待评价订单,在阿里巴巴中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，快速给我列出阿里巴巴里的待评价订单。,在阿里巴巴中列出待评价订单,在阿里巴巴中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上有哪些待收货的订单吧。,在阿里巴巴中查看待收货的订单,在阿里巴巴中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，检查一下我的阿里巴巴账户里的待收货订单。,在阿里巴巴中检查账户中的待收货订单,在阿里巴巴中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上我关注的那些店铺有什么新动态,在阿里巴巴中查看我关注店铺的动态,在阿里巴巴中查看关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,YOYO，在阿里巴巴上检查一下我关注的商店列表,在阿里巴巴中检查我关注的商店列表,在阿里巴巴中查看关注的店铺,"[{""name"": ""open_favorite_stores(app, filter_type)"", ""description"": ""xxx""}]"
购物-客服,阿里巴巴,嘿YOYO，帮我联系一下阿里巴巴的官方客服吧。,在阿里巴巴中联系官方客服,在阿里巴巴中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-客服,阿里巴巴,联系阿里巴巴的官方客服。,在阿里巴巴中联系官方客服,在阿里巴巴中联系官方客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上我收藏的商品有哪些,在阿里巴巴中查看我收藏的商品,在阿里巴巴中查看收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,YOYO，在阿里巴巴的收藏夹里给我展示一下,在阿里巴巴中展示收藏夹,在阿里巴巴中查看收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上哪些我收藏的商品现在降价了,在阿里巴巴中查看我收藏的降价商品,在阿里巴巴中查看收藏中降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,YOYO，在阿里巴巴上查找我收藏的降价商品,在阿里巴巴中查找我收藏的降价商品,在阿里巴巴中查看收藏中降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,嘿YOYO，帮我看看阿里巴巴收藏里的那些低价补货商品,在阿里巴巴中查看收藏中的低价补货商品,在阿里巴巴中查看收藏中低价补货商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,YOYO，在阿里巴巴上查找我收藏的低价补货商品,在阿里巴巴中查找我收藏的低价补货商品,在阿里巴巴中查看收藏中低价补货商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上我之前收藏的商品有哪些,在阿里巴巴中查看我买过的收藏的商品,在阿里巴巴中查看收藏中买过商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,阿里巴巴,YOYO，去阿里巴巴我的收藏夹里找找我以前买过的商品,在阿里巴巴中查找我的收藏夹中的历史购买商品,在阿里巴巴中查看收藏中买过商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上的退款记录吧。,在阿里巴巴中查看退款记录,在阿里巴巴中查看退款-售后页面,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，去阿里巴巴的售后页面，我要检查一下我的退款状态。,在阿里巴巴中进入售后页面检查我的退款状态,在阿里巴巴中查看退款-售后页面,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,嘿YOYO，帮我看看阿里巴巴上的所有订单吧。,在阿里巴巴中查看所有订单,在阿里巴巴中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,阿里巴巴,YOYO，快速给我展示阿里巴巴里的全部订单情况。,在阿里巴巴中展示全部订单情况,在阿里巴巴中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-物流,阿里巴巴,嘿YOYO，帮我看看在阿里巴巴上的快递到了哪儿了,在阿里巴巴中查看快递踪迹,在阿里巴巴中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,阿里巴巴,YOYO，检查一下阿里巴巴的物流情况,在阿里巴巴中检查物流情况,在阿里巴巴中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-签到,阿里巴巴,嘿YOYO，帮我完成在阿里巴巴的签到任务，领取元宝吧。,在阿里巴巴中完成签到任务领取元宝,在阿里巴巴中签到领元宝,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-签到,阿里巴巴,YOYO，去阿里巴巴签到，记得领取元宝。,在阿里巴巴中签到领取元宝,在阿里巴巴中签到领元宝,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会上那些已经取消的待付款订单吧。,在唯品会中查看已取消的待付款订单,在唯品会中查看已取消的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，去唯品会把那些取消了的未支付订单给我列出来。,在唯品会中列出取消的未支付订单,在唯品会中查看已取消的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会有哪些待付款的订单已经完成了？,在唯品会中查看待付款的已完成订单,在唯品会中查看已完成的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，在唯品会检查下我那些已完成的订单还没付款的,在唯品会中检查我已完成的待付款订单,在唯品会中查看已完成的待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会有哪些待付款的订单吧。,在唯品会中查看待付款订单,在唯品会中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，在唯品会检查一下我的待付款订单。,在唯品会中检查我的待付款订单,在唯品会中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会有哪些待评价的订单吧。,在唯品会中查看待评价的订单,在唯品会中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，在唯品会中快速找到我所有的待评价订单。,在唯品会中查找我所有的待评价订单,在唯品会中查看待评价订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会有哪些待收货的订单吧。,在唯品会中查看待收货订单,在唯品会中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，在唯品会中快速找到我的待收货订单。,在唯品会中查找我的待收货订单,在唯品会中查看待收货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-客服,唯品会,嘿YOYO，帮我联系一下唯品会的客服吧。,在唯品会中联系客服,在唯品会中联系唯品客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-客服,唯品会,在唯品会中找到唯品客服并联系他们。,在唯品会中查找并联系唯品客服,在唯品会中联系唯品客服,"[{""name"": ""open_customer_service(app, order_slot, store_slot)"", ""description"": ""xxx""}]"
购物-发票,唯品会,嘿YOYO，帮我打开唯品会的应用，然后找到发票服务页面。,在唯品会中查找发票服务页面,在唯品会中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,唯品会,YOYO，唯品会里的发票功能怎么开启？,在唯品会中开启发票功能,在唯品会中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,唯品会,嘿YOYO，帮我看看唯品会上的发票情况,在唯品会中查看发票情况,在唯品会中查看开具发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,唯品会,YOYO，在唯品会中检查一下发票,在唯品会中检查发票,在唯品会中查看开具发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,唯品会,嘿YOYO，帮我看看唯品会里的发票信息吧。,在唯品会中查看发票信息,在唯品会中查看我的发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,唯品会,YOYO，去唯品会快速找到我的发票记录。,在唯品会中查找我的发票记录,在唯品会中查看我的发票,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会上的所有订单吧。,在唯品会中查看所有订单,在唯品会中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，查询唯品会的全部订单。,在唯品会中查询全部订单,在唯品会中查看全部订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-物流,唯品会,嘿YOYO，帮我看看唯品会上的包裹现在到哪儿了,在唯品会中查看包裹跟踪,在唯品会中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,唯品会,YOYO，去唯品会查一下我的快递状态,在唯品会中查看我的快递状态,在唯品会中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会上我收藏了哪些宝贝,在唯品会中查看我收藏的宝贝,在唯品会中查看我的收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会中打开我的收藏夹,在唯品会中打开我的收藏夹,在唯品会中查看我的收藏,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏里的降价商品吧。,在唯品会中查看收藏中的降价商品,在唯品会中查看我的收藏中降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会中查找我收藏的降价商品。,在唯品会中查找我收藏的降价商品,在唯品会中查看我的收藏中降价商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏里的宝贝还有哪些有货的,在唯品会中查看收藏里的宝贝看有货的,在唯品会中查看我的收藏中有货商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会检查一下我收藏的商品哪些还在售,在唯品会中检查我收藏的商品的在售情况,在唯品会中查看我的收藏中有货商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏里的东西哪些已经失效了。,在唯品会中检查收藏中的失效内容,在唯品会中查看我的收藏中已失效商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会检查一下我收藏的商品中哪些已经下架了。,在唯品会中检查我收藏的商品中哪些已经下架,在唯品会中查看我的收藏中已失效商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏夹里最近一周新增的商品,在唯品会中查看收藏夹里最近一周新增的商品,在唯品会中查看我的收藏中7天内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会的收藏中查找过去7天内我收藏的所有商品,在唯品会中查找收藏中过去7天内我收藏的所有商品,在唯品会中查看我的收藏中7天内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏夹里最近一个月加进去的东西,在唯品会中查看收藏夹里最近一个月加进去的内容,在唯品会中查看我的收藏中1个月内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会的收藏中查找过去30天内我收藏的商品,在唯品会中查找收藏中过去30天内我收藏的商品,在唯品会中查看我的收藏中1个月内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏夹里最近三个月加进去的东西,在唯品会中查看收藏夹里最近三个月加进去的内容,在唯品会中查看我的收藏中3个月内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会的收藏中查找过去三个月内的收藏商品,在唯品会中查找收藏中的过去三个月内的收藏商品,在唯品会中查看我的收藏中3个月内收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,嘿YOYO，帮我看看唯品会收藏夹里半年前加进去的东西,在唯品会中查看收藏夹里半年前添加的内容,在唯品会中查看我的收藏中半年前收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-收藏,唯品会,YOYO，在唯品会中查找我半年前收藏的商品,在唯品会中查找我半年前收藏的商品,在唯品会中查看我的收藏中半年前收藏商品,"[{""name"": ""open_favorite_goods(app, filter_type, filter_detail_slot, order_type)"", ""description"": ""xxx""}]"
购物-订单,唯品会,嘿YOYO，帮我看看唯品会里的退换货流程,在唯品会中查看退换货流程,在唯品会中查看退换售后页面,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,唯品会,YOYO，在唯品会的退换售后页面给我看看,在唯品会中查看退换售后页面,在唯品会中查看退换售后页面,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,嘿YOYO，帮我看看唯品会里的购物车有什么,在唯品会中查看购物车,在唯品会中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,YOYO，去唯品会检查我的购物车,在唯品会中检查我的购物车,在唯品会中查看购物车,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,嘿YOYO，帮我看看唯品会购物车里最近加了什么,在唯品会中查看购物车中的最近添加商品,在唯品会中查看购物车中近期加购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,YOYO，在唯品会的购物车里检查一下最新的商品,在唯品会中检查购物车中的最新商品,在唯品会中查看购物车中近期加购商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,嘿YOYO，帮我看看唯品会购物车里有没有降价的商品,在唯品会中查看购物车中的降价商品,在唯品会中查看购物车中降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,YOYO，在唯品会的购物车中查找价格下调的商品,在唯品会中查找购物车中的价格下调的商品,在唯品会中查看购物车中降价商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,嘿YOYO，帮我看看唯品会购物车里还有哪些商品有库存,在唯品会中查看购物车中的商品库存,在唯品会中查看购物车中有货商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-购物车,唯品会,YOYO，在唯品会的购物车里检查一下哪些商品还在售,在唯品会中检查购物车中的商品在售情况,在唯品会中查看购物车中有货商品,"[{""name"": ""open_cart_content(app, filter_type, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-签到,唯品会,嘿YOYO，帮我完成唯品会的每日签到吧。,在唯品会中完成每日签到,在唯品会中进行签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-签到,唯品会,YOYO，去唯品会帮我签个到。,在唯品会中签到,在唯品会中进行签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,嘿YOYO，帮我打开唯品会里的相机功能,在唯品会中打开相机功能,在唯品会中打开相机功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,唯品会的相机功能需要开启一下,在唯品会中开启相机功能,在唯品会中打开相机功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,嘿YOYO，帮我看看唯品会上我之前搜过什么,在唯品会中查看我之前搜索过的内容,在唯品会中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,YOYO，在唯品会中显示我的搜索记录,在唯品会中显示我的搜索记录,在唯品会中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,嘿YOYO，帮我清理一下唯品会里的搜索记录吧。,在唯品会中清理搜索记录,在唯品会中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,唯品会,YOYO，唯品会上的搜索历史清掉。,在唯品会中清掉搜索历史,在唯品会中清除搜索历史,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,嘿YOYO，帮我看看得物上的搜索记录吧。,在得物中查看搜索记录,在得物中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,YOYO，打开得物，把我的搜索历史给我展示一下。,在得物中展示我的搜索历史,在得物中查看搜索历史,"[{""name"": ""open_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,嘿YOYO，帮我把得物上的搜索框清空吧。,在得物中清空搜索框,在得物中清除搜索框内容,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,YOYO，得物的搜索框内容清除一下。,在得物中清除搜索框内容,在得物中清除搜索框内容,"[{""name"": ""delete_search_history(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,嘿YOYO，帮我打开得物里的相机功能，我要拍点东西,在得物中打开相机功能,在得物中打开相机功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-搜索,得物,YOYO，在得物中启动相机,在得物中启动相机,在得物中打开相机功能,"[{""name"": ""open_camera_search(app)"", ""description"": ""xxx""}]"
购物-签到,得物,嘿YOYO，帮我完成得物应用里的每日签到任务吧。,在得物中完成每日签到任务,在得物中购买页面进行每日签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-签到,得物,YOYO，记得在得物的购买页面帮我签到。,在得物中签到购买页面,在得物中购买页面进行每日签到,"[{""name"": ""sign_in(app, page_type)"", ""description"": ""xxx""}]"
购物-客服,得物,嘿YOYO，帮我打开得物App，然后找到客服聊天窗口,在得物中查找客服聊天窗口,在得物中联系客服,"[{""name"": ""open_customer_service(app)"", ""description"": ""xxx""}]"
购物-客服,得物,YOYO，去得物上找客服,在得物中联系客服,在得物中联系客服,"[{""name"": ""open_customer_service(app)"", ""description"": ""xxx""}]"
购物-发票,得物,嘿YOYO，帮我打开得物里的发票服务吧。,在得物中打开发票服务,在得物中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-发票,得物,YOYO，迅速在得物上找到发票服务选项。,在得物中查找发票服务选项,在得物中打开发票服务,"[{""name"": ""open_invoice_page(app, page_type)"", ""description"": ""xxx""}]"
购物-订单,得物,嘿YOYO，帮我看看得物上的那个订单状态,在得物中查看订单状态,在得物中查看订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,YOYO，在得物中快速查找我的订单,在得物中查找我的订单,在得物中查看订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-物流,得物,嘿YOYO，在得物上帮我看看我的包裹现在到哪儿了。,在得物中查看我的包裹物流,在得物中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-物流,得物,YOYO，去得物查一下我最近那单的物流情况。,在得物中查看我最近那单的物流情况,在得物中查看物流,"[{""name"": ""open_logistics_receive(app, filter_type)"", ""description"": ""xxx""}]"
购物-订单,得物,嘿YOYO，帮我看看得物上有哪些待付款的订单吧。,在得物中查看待付款订单,在得物中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,YOYO，在得物应用里快速检查一下我的待付款订单。,在得物应用中检查我的待付款订单,在得物中查看待付款订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,嘿YOYO，帮我看看得物上有哪些订单还没发货。,在得物中查看待发货订单,在得物中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,YOYO，在得物中查找待发货的订单。,在得物中查找待发货订单,在得物中查看待发货订单,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,嘿YOYO，帮我看看得物上有哪些待收货的宝贝吧。,在得物中查看待收货的宝贝,在得物中查看待收货,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,YOYO，在得物中检查一下我的待收货订单。,在得物中检查我的待收货订单,在得物中查看待收货,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
购物-订单,得物,嘿YOYO，帮我看看得物上我给商品的那些评价吧。,在得物中查看我的评价,在得物中查看我的评价,"[{""name"": ""open_orders_bought(app, order_status, filter_detail_slot)"", ""description"": ""xxx""}]"
