车列表,taxiSkuList,query,sysSessionId,模型1返回结果,模型2返回结果,模型2正确结果,备注,标注人,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '7.6'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '7.7'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '10.0'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '6.9-7.7'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '8.5'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '12.4'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '6.7'}, {'index': '7', 'category': '快速', 'carModel': '出租车', 'price': '6.0'}, {'index': '8', 'category': '快速', 'carModel': '花小猪正价版', 'price': '7.3'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '7.7'}, {'index': '10', 'category': '快速', 'carModel': '滴滴特快', 'price': '8.3'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '11.8'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '66.0'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '14.9'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '168.0'}]}",打车去梅村，选30元以上的车型,sessionId20250626lhx0125,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['12', '14']","['12', '14']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '23.5'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '28.5'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '30.8'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '19.6-28.5'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '20.7'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '52.6'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '18.2'}, {'index': '7', 'category': '快速', 'carModel': '曹操出行', 'price': '19.7'}, {'index': '8', 'category': '快速', 'carModel': '花小猪正价版', 'price': '22.8'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '31.9'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '34.8'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '46.5'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '109.0'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '76.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '252.7'}]}",打车去留仙洞，选所有价格车型,sessionId20250626lhx0126,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '11.9'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.2'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.5'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.7'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.9-13.2'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '30.9'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '10.3'}, {'index': '7', 'category': '快速', 'carModel': '曹操出行', 'price': '9.7'}, {'index': '8', 'category': '快速', 'carModel': '花小猪正价版', 'price': '11.3'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '21.0'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '21.2'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '68.8'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '45.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '174.0'}]}",打车去深圳北站，只打20元以内的滴滴快车,sessionId20250626lhx0127,"{'appName': '滴滴', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '7', '8', '9']","['0', '1', '2', '3', '4', '6', '7', '8', '9']",,万晓蓉,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '13.6-22.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '13.5-19.1'}, {'index': '2', 'category': '经济型', 'carModel': '曹操出行', 'price': '14'}, {'index': '3', 'category': '经济型', 'carModel': 'T3出行', 'price': '15'}, {'index': '4', 'category': '经济型', 'carModel': '东潮出行', 'price': '16'}, {'index': '5', 'category': '经济型', 'carModel': '全民GO', 'price': '16'}, {'index': '6', 'category': '经济型', 'carModel': '5U出行', 'price': '16'}, {'index': '7', 'category': '经济型', 'carModel': '神州专车', 'price': '16'}, {'index': '8', 'category': '经济型', 'carModel': '中交出行', 'price': '17'}, {'index': '9', 'category': '经济型', 'carModel': '如祺出行', 'price': '17'}, {'index': '10', 'category': '经济型', 'carModel': '享道出行', 'price': '18'}, {'index': '11', 'category': '经济型', 'carModel': '900出行', 'price': '18'}, {'index': '12', 'category': '经济型', 'carModel': '妥妥E行', 'price': '18'}, {'index': '13', 'category': '经济型', 'carModel': '中军出行', 'price': '19'}, {'index': '14', 'category': '经济型', 'carModel': '及时用车', 'price': '19'}, {'index': '15', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '19'}, {'index': '16', 'category': '经济型', 'carModel': '斑马快跑', 'price': '20'}, {'index': '17', 'category': '经济型', 'carModel': '首汽约车', 'price': '23'}, {'index': '18', 'category': '经济型', 'carModel': '阳光出行', 'price': '26'}, {'index': '19', 'category': '经济型', 'carModel': '聚的新出租', 'price': '32'}, {'index': '20', 'category': '经济型', 'carModel': '深圳出租', 'price': '32'}, {'index': '21', 'category': '特快车', 'carModel': 'undefined', 'price': '27'}, {'index': '22', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '23', 'category': '惠享专车', 'carModel': 'undefined', 'price': '24-28'}, {'index': '24', 'category': '优享型', 'carModel': '中交出行', 'price': '20'}, {'index': '25', 'category': '优享型', 'carModel': '享道出行', 'price': '20'}, {'index': '26', 'category': '优享型', 'carModel': '曹操出行', 'price': '21'}, {'index': '27', 'category': '优享型', 'carModel': '东潮出行', 'price': '21'}, {'index': '28', 'category': '优享型', 'carModel': '神州专车', 'price': '21'}, {'index': '29', 'category': '优享型', 'carModel': '全民GO', 'price': '22'}, {'index': '30', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '22'}, {'index': '31', 'category': '优享型', 'carModel': '及时用车', 'price': '23'}, {'index': '32', 'category': '优享型', 'carModel': '妥妥E行', 'price': '23'}, {'index': '33', 'category': '优享型', 'carModel': '首汽约车', 'price': '25'}, {'index': '34', 'category': '优享型', 'carModel': 'T3出行', 'price': '25'}, {'index': '35', 'category': '优享型', 'carModel': '斑马快跑', 'price': '25'}, {'index': '36', 'category': '优享型', 'carModel': '阳光出行', 'price': '27'}, {'index': '37', 'category': '轻享专车', 'carModel': 'undefined', 'price': '27-38'}, {'index': '38', 'category': '六座商务', 'carModel': 'undefined', 'price': '51-66'}, {'index': '39', 'category': '豪华型', 'carModel': 'undefined', 'price': '60-80'}]}",打车去福田CBD，选30元以内的车型,sessionId20250626lhx0128,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '21', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '13.9'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '14.6'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '16.9'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '12.6'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '13.1-14.6'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '34.5'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '10.9'}, {'index': '7', 'category': '快速', 'carModel': '曹操出行', 'price': '11.8'}, {'index': '8', 'category': '快速', 'carModel': '花小猪正价版', 'price': '12.5'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '16.9'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '23.5'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '24.8'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '74.1'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '50.6'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '185.3'}]}",打特惠快车和六座豪华车去万象城,sessionId20250626lhx0129,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '14']","['0', '14']",,万晓蓉,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '7.3-14.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '8.5-12.4'}, {'index': '2', 'category': '经济型', 'carModel': '聚的新出租', 'price': '7'}, {'index': '3', 'category': '经济型', 'carModel': '深圳出租', 'price': '7'}, {'index': '4', 'category': '经济型', 'carModel': '东潮出行', 'price': '8'}, {'index': '5', 'category': '经济型', 'carModel': '全民GO', 'price': '8'}, {'index': '6', 'category': '经济型', 'carModel': '中交出行', 'price': '9'}, {'index': '7', 'category': '经济型', 'carModel': '5U出行', 'price': '9'}, {'index': '8', 'category': '经济型', 'carModel': '神州专车', 'price': '10'}, {'index': '9', 'category': '经济型', 'carModel': '首汽约车', 'price': '10'}, {'index': '10', 'category': '经济型', 'carModel': '曹操出行', 'price': '10'}, {'index': '11', 'category': '经济型', 'carModel': 'T3出行', 'price': '11'}, {'index': '12', 'category': '经济型', 'carModel': '及时用车', 'price': '11'}, {'index': '13', 'category': '经济型', 'carModel': '妥妥E行', 'price': '11'}, {'index': '14', 'category': '经济型', 'carModel': '如祺出行', 'price': '11'}, {'index': '15', 'category': '经济型', 'carModel': '阳光出行', 'price': '11'}, {'index': '16', 'category': '经济型', 'carModel': '享道出行', 'price': '12'}, {'index': '17', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '13'}, {'index': '18', 'category': '经济型', 'carModel': '斑马快跑', 'price': '13'}, {'index': '19', 'category': '经济型', 'carModel': '900出行', 'price': '14'}, {'index': '20', 'category': '经济型', 'carModel': '中军出行', 'price': '17'}, {'index': '21', 'category': '特快车', 'carModel': 'undefined', 'price': '17'}, {'index': '22', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '10'}, {'index': '24', 'category': '优享型', 'carModel': 'T3出行', 'price': '11'}, {'index': '25', 'category': '优享型', 'carModel': '东潮出行', 'price': '12'}, {'index': '26', 'category': '优享型', 'carModel': '及时用车', 'price': '12'}, {'index': '27', 'category': '优享型', 'carModel': '全民GO', 'price': '12'}, {'index': '28', 'category': '优享型', 'carModel': '神州专车', 'price': '12'}, {'index': '29', 'category': '优享型', 'carModel': '妥妥E行', 'price': '12'}, {'index': '30', 'category': '优享型', 'carModel': '曹操出行', 'price': '12'}, {'index': '31', 'category': '优享型', 'carModel': '享道出行', 'price': '12'}, {'index': '32', 'category': '优享型', 'carModel': '首汽约车', 'price': '12'}, {'index': '33', 'category': '优享型', 'carModel': '阳光出行', 'price': '13'}, {'index': '34', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '14'}, {'index': '35', 'category': '优享型', 'carModel': '斑马快跑', 'price': '18'}, {'index': '36', 'category': '轻享专车', 'carModel': 'undefined', 'price': '11-22'}, {'index': '37', 'category': '六座商务', 'carModel': 'undefined', 'price': '18-27'}, {'index': '38', 'category': '豪华型', 'carModel': 'undefined', 'price': '23-33'}]}",打车去梅村，选30元以上的车型,sessionId20250626lhx0130,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}",[],[],,万晓蓉,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '21.4-33.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '23.5-30.3'}, {'index': '2', 'category': '经济型', 'carModel': '享道出行', 'price': '26'}, {'index': '3', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '27'}, {'index': '4', 'category': '经济型', 'carModel': '中军出行', 'price': '27'}, {'index': '5', 'category': '经济型', 'carModel': 'T3出行', 'price': '28'}, {'index': '6', 'category': '经济型', 'carModel': '斑马快跑', 'price': '28'}, {'index': '7', 'category': '经济型', 'carModel': '5U出行', 'price': '28'}, {'index': '8', 'category': '经济型', 'carModel': '中交出行', 'price': '29'}, {'index': '9', 'category': '经济型', 'carModel': '曹操出行', 'price': '29'}, {'index': '10', 'category': '经济型', 'carModel': '900出行', 'price': '29'}, {'index': '11', 'category': '经济型', 'carModel': '如祺出行', 'price': '30'}, {'index': '12', 'category': '经济型', 'carModel': '妥妥E行', 'price': '30'}, {'index': '13', 'category': '经济型', 'carModel': '东潮出行', 'price': '30'}, {'index': '14', 'category': '经济型', 'carModel': '全民GO', 'price': '30'}, {'index': '15', 'category': '经济型', 'carModel': '及时用车', 'price': '31'}, {'index': '16', 'category': '经济型', 'carModel': '神州专车', 'price': '31'}, {'index': '17', 'category': '经济型', 'carModel': '阳光出行', 'price': '39'}, {'index': '18', 'category': '经济型', 'carModel': '首汽约车', 'price': '41'}, {'index': '19', 'category': '经济型', 'carModel': '聚的新出租', 'price': '58'}, {'index': '20', 'category': '经济型', 'carModel': '深圳出租', 'price': '58'}, {'index': '21', 'category': '特快车', 'carModel': 'undefined', 'price': '44'}, {'index': '22', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '23', 'category': '优享型', 'carModel': '中交出行', 'price': '33'}, {'index': '24', 'category': '优享型', 'carModel': '东潮出行', 'price': '35'}, {'index': '25', 'category': '优享型', 'carModel': '享道出行', 'price': '35'}, {'index': '26', 'category': '优享型', 'carModel': '神州专车', 'price': '35'}, {'index': '27', 'category': '优享型', 'carModel': '曹操出行', 'price': '37'}, {'index': '28', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '38'}, {'index': '29', 'category': '优享型', 'carModel': '全民GO', 'price': '38'}, {'index': '30', 'category': '优享型', 'carModel': '斑马快跑', 'price': '39'}, {'index': '31', 'category': '优享型', 'carModel': '妥妥E行', 'price': '39'}, {'index': '32', 'category': '优享型', 'carModel': '及时用车', 'price': '40'}, {'index': '33', 'category': '优享型', 'carModel': '首汽约车', 'price': '44'}, {'index': '34', 'category': '优享型', 'carModel': 'T3出行', 'price': '44'}, {'index': '35', 'category': '优享型', 'carModel': '阳光出行', 'price': '48'}, {'index': '36', 'category': '轻享专车', 'carModel': 'undefined', 'price': '51-52'}, {'index': '37', 'category': '六座商务', 'carModel': 'undefined', 'price': '89-111'}, {'index': '38', 'category': '豪华型', 'carModel': 'undefined', 'price': '101-107'}]}",打车去阿里中心，选最贵的车型,sessionId20250626lhx0131,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}",['38'],['38'],,万晓蓉,,,,,,,,,,,
高德车列表,"{'appName': '高德地图', 'taxiSkuList': [{'index': '0', 'category': '', 'carModel': '极速拼车', 'price': '7.3-14.0'}, {'index': '1', 'category': '', 'carModel': '特惠快车', 'price': '8.5-12'}, {'index': '2', 'category': '经济型', 'carModel': '东潮出行', 'price': '8'}, {'index': '3', 'category': '经济型', 'carModel': '全民GO', 'price': '8'}, {'index': '4', 'category': '经济型', 'carModel': '神州专车', 'price': '8'}, {'index': '5', 'category': '经济型', 'carModel': '中交出行', 'price': '9'}, {'index': '6', 'category': '经济型', 'carModel': '曹操出行', 'price': '9'}, {'index': '7', 'category': '经济型', 'carModel': '5U出行', 'price': '9'}, {'index': '8', 'category': '经济型', 'carModel': '聚的新出租', 'price': '10'}, {'index': '9', 'category': '经济型', 'carModel': '深圳出租', 'price': '10'}, {'index': '10', 'category': '经济型', 'carModel': '首汽约车', 'price': '10'}, {'index': '11', 'category': '经济型', 'carModel': '如祺出行', 'price': '10'}, {'index': '12', 'category': '经济型', 'carModel': 'T3出行', 'price': '11'}, {'index': '13', 'category': '经济型', 'carModel': '及时用车', 'price': '11'}, {'index': '14', 'category': '经济型', 'carModel': '妥妥E行', 'price': '11'}, {'index': '15', 'category': '经济型', 'carModel': '享道出行', 'price': '12'}, {'index': '16', 'category': '经济型', 'carModel': '阳光出行', 'price': '12'}, {'index': '17', 'category': '经济型', 'carModel': '飞嘀打车', 'price': '13'}, {'index': '18', 'category': '经济型', 'carModel': '斑马快跑', 'price': '13'}, {'index': '19', 'category': '经济型', 'carModel': '900出行', 'price': '14'}, {'index': '20', 'category': '特快车', 'carModel': 'undefined', 'price': '17'}, {'index': '21', 'category': '出租车', 'carModel': 'undefined', 'price': ''}, {'index': '22', 'category': '优享型', 'carModel': '中交出行', 'price': '10'}, {'index': '23', 'category': '优享型', 'carModel': 'T3出行', 'price': '11'}, {'index': '24', 'category': '优享型', 'carModel': '东潮出行', 'price': '12'}, {'index': '25', 'category': '优享型', 'carModel': '及时用车', 'price': '12'}, {'index': '26', 'category': '优享型', 'carModel': '全民GO', 'price': '12'}, {'index': '27', 'category': '优享型', 'carModel': '神州专车', 'price': '12'}, {'index': '28', 'category': '优享型', 'carModel': '妥妥E行', 'price': '12'}, {'index': '29', 'category': '优享型', 'carModel': '享道出行', 'price': '12'}, {'index': '30', 'category': '优享型', 'carModel': '首汽约车', 'price': '12'}, {'index': '31', 'category': '优享型', 'carModel': '曹操出行', 'price': '12'}, {'index': '32', 'category': '优享型', 'carModel': '阳光出行', 'price': '13'}, {'index': '33', 'category': '优享型', 'carModel': '飞嘀打车', 'price': '14'}, {'index': '34', 'category': '轻享专车', 'carModel': 'undefined', 'price': '11-22'}, {'index': '35', 'category': '六座商务', 'carModel': 'undefined', 'price': '21-28'}, {'index': '36', 'category': '豪华型', 'carModel': 'undefined', 'price': '27-33'}]}",打车去梅林水库，车型选择极速拼车、出租车和轻享专车,sessionId20250626lhx0132,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}","['0', '8', '9', '21', '34']","['0', '8', '9', '21', '34']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '9.0'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '9.9'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '12.2'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '8.9-9.9'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '9.4'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '21.5'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '8.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '9.0'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '8.0'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '10.7'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '12.9'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '16.3'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '71.3'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '33.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '168.0'}]}",打车去白石龙地铁站，选择六座专车,sessionId20250626lhx0133,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}",['13'],['13'],,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '9.4'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '9.9'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '12.2'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '8.9-9.9'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '9.4'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '21.5'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '8.1'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '9.0'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '8.0'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '10.7'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '12.9'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '14.6'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '71.3'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '33.8'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '168.0'}]}",打车去白石龙地铁站，选择六座专车,sessionId20250626lhx0134,"{'appName': '', 'carModelRelated': False, 'categoryRelated': True, 'fastRelated': False, 'priceRelated': False}",['13'],['13'],,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '43.6'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '51.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '54.4'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '39.4'}, {'index': '4', 'category': '推荐', 'carModel': '滴滴特快', 'price': '55.9'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '79.9'}, {'index': '6', 'category': '拼车', 'carModel': '极速拼车', 'price': '35.8'}, {'index': '7', 'category': '特价', 'carModel': '花小猪外接版', 'price': '32.9'}, {'index': '8', 'category': '特价', 'carModel': '花小猪正价版', 'price': '40.0'}, {'index': '9', 'category': '快速', 'carModel': '曹操出行', 'price': '33.8'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '54.4'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '97.6'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '218.9'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '138.4'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '360.0'}]}",打车去龙岗大道，选35-40元之间的车型,sessionId20250626lhx0135,"{'appName': '', 'carModelRelated': False, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': True}","['3', '6', '8']","['3', '6', '8']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '21.8'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '27.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '29.3'}, {'index': '3', 'category': '推荐', 'carModel': '极速拼车', 'price': '18.9-27.0'}, {'index': '4', 'category': '推荐', 'carModel': '如祺出行', 'price': '19.6'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '51.0'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '14.9'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '18.2'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '15.7'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '29.9'}, {'index': '10', 'category': '快速', 'carModel': '滴滴轻享', 'price': '33.5'}, {'index': '11', 'category': '快速', 'carModel': '出租车', 'price': '44.2'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '118.5'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '74.7'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '249.1'}]}",打车去留仙洞，选所有价格车型,sessionId20250626lhx0136,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']","['0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",,万晓蓉,,,,,,,,,,,
滴滴车列表,"{'appName': '滴滴', 'taxiSkuList': [{'index': '0', 'category': '推荐', 'carModel': '特惠快车', 'price': '11.7'}, {'index': '1', 'category': '推荐', 'carModel': '滴滴快车', 'price': '13.0'}, {'index': '2', 'category': '推荐', 'carModel': '宽敞好车', 'price': '15.3'}, {'index': '3', 'category': '推荐', 'carModel': '如祺出行', 'price': '11.5'}, {'index': '4', 'category': '推荐', 'carModel': '极速拼车', 'price': '11.7-13.0'}, {'index': '5', 'category': '推荐', 'carModel': '滴滴专车', 'price': '22.2'}, {'index': '6', 'category': '特价', 'carModel': '花小猪外接版', 'price': '9.0'}, {'index': '7', 'category': '特价', 'carModel': '花小猪正价版', 'price': '10.1'}, {'index': '8', 'category': '快速', 'carModel': '曹操出行', 'price': '9.3'}, {'index': '9', 'category': '快速', 'carModel': '滴滴特快', 'price': '14.3'}, {'index': '10', 'category': '快速', 'carModel': '出租车', 'price': '20.4'}, {'index': '11', 'category': '快速', 'carModel': '滴滴轻享', 'price': '20.9'}, {'index': '12', 'category': '舒适', 'carModel': '滴滴豪华车', 'price': '76.2'}, {'index': '13', 'category': '六座', 'carModel': '六座专车', 'price': '42.5'}, {'index': '14', 'category': '六座', 'carModel': '六座豪华车', 'price': '174.0'}]}",打车去深圳北站，车型选择如祺出行,sessionId20250626lhx0137,"{'appName': '', 'carModelRelated': True, 'categoryRelated': False, 'fastRelated': False, 'priceRelated': False}",['3'],['3'],,万晓蓉,,,,,,,,,,,
